target_id	length	eff_length	est_counts	tpm
AT5G61960.10	3410	3211	1355.59	18.4106
AT5G61960.5	3711	3512	0	0
AT5G61960.9	3495	3296	0	0
AT5G61960.6	3632	3433	0	0
AT5G61960.11	3391	3192	1.74389e-06	2.38251e-08
AT5G61960.1	4032	3833	749.411	8.52631
AT5G61960.3	3816	3617	0	0
AT5G61960.8	3530	3331	0	0
AT5G61960.4	3725	3526	0	0
AT5G61960.7	3607	3408	0	0
AT4G29180.2	3108	2909	0	0
AT4G29180.1	2939	2740	13	0.206906
AT4G29180.3	3117	2918	0	0
AT3G09680.1	661	462	2	0.188785
AT1G56233.1	335	136	0	0
AT1G15210.1	4849	4650	3	0.0281351
AT3G63470.1	1872	1673	12	0.312799
AT2G16970.1	1520	1321	0	0
AT2G16970.8	1236	1037	0	0
AT2G16970.6	1282	1083	0	0
AT2G16970.3	1569	1370	0	0
AT2G16970.7	1682	1483	0	0
AT2G16970.4	1556	1357	0	0
AT2G16970.2	1640	1441	0	0
AT2G16970.5	1319	1120	0	0
AT1G15250.1	642	443	0	0
AT1G15250.2	626	427	107	10.9279
AT1G79700.2	1154	955	95.9032	4.37935
AT1G79700.3	1241	1042	18.3842	0.76941
AT1G79700.1	1082	883	41.7126	2.06009
AT1G79700.4	868	669	0	0
AT2G46620.1	2081	1882	362	8.3882
AT3G46920.1	3477	3278	0.00133753	1.7794e-05
AT3G46920.2	3633	3434	292.999	3.72088
AT2G43750.2	1497	1298	5671.59	190.551
AT2G43750.1	1664	1465	271.946	8.09515
AT1G62895.1	261	63.4937	0	0
AT2G24490.2	1897	1698	3.51365	0.0902404
AT2G24490.1	1473	1274	365.486	12.5107
AT3G57080.1	1427	1228	275	9.76594
AT3G13820.1	1396	1197	0	0
AT2G15080.2	3309	3110	480.762	6.7414
AT2G15080.1	3639	3440	575.238	7.29237
AT1G73360.1	3506	3307	324	4.27258
AT1G16360.1	1203	1004	0	0
AT1G16360.4	1368	1169	0	0
AT1G16360.5	1338	1139	2	0.0765748
AT1G16360.3	1459	1260	0	0
AT1G16360.2	1297	1098	0	0
AT1G10225.1	535	336	0	0
AT3G49770.1	904	705	0	0
AT4G31660.1	1173	974	0	0
AT1G26670.1	1219	1020	1054	45.063
AT1G34855.1	576	377	0	0
AT1G52200.1	1425	1226	34.4856	1.22667
AT1G52200.2	1366	1167	3.51441	0.131329
AT1G57800.2	2119	1920	0	0
AT1G57800.1	2107	1908	0	0
AT4G23200.1	2432	2233	19.9845	0.390287
AT4G23200.2	2334	2135	17.0155	0.347558
AT1G69460.1	1107	908	1424	68.3918
AT1G04310.2	2464	2265	40.0278	0.770678
AT1G04310.1	2572	2373	21.9722	0.403791
AT1G08080.1	924	725	0	0
AT2G37678.1	977	778	409.775	22.9692
AT2G37678.2	1008	809	45.225	2.43786
AT3G56070.2	961	762	261.298	14.9541
AT3G56070.1	1102	903	153.702	7.42287
AT5G15420.1	605	406	1	0.107412
AT5G06020.1	456	257	0	0
AT3G15251.1	114	9.32945	0	0
AT1G75550.2	920	721	12.5773	0.760736
AT1G75550.1	777	578	56.4227	4.25702
AT1G71890.1	1863	1664	12	0.314491
AT1G05430.1	1176	977	502	22.4073
AT4G29810.3	1485	1286	26.1258	0.885948
AT4G29810.1	1571	1372	784.001	24.9197
AT4G29810.2	1441	1242	1326.87	46.5895
AT3G02780.1	1890	1691	1469.76	37.9038
AT3G02780.2	1297	1098	369.24	14.6652
AT4G26560.1	759	560	1	0.0778739
AT1G80870.1	2500	2301	279	5.28771
AT4G23670.1	1121	922	10669	504.63
AT2G46225.3	1232	1033	37.3388	1.5763
AT2G46225.2	1403	1204	4.8809	0.176788
AT2G46225.1	1310	1111	217.78	8.54839
AT5G18730.1	2407	2208	24	0.474015
AT5G67570.1	2471	2272	647	12.4187
AT1G75310.1	4550	4351	79.0371	0.792176
AT1G75310.2	4728	4529	790.963	7.61612
AT5G29054.1	102	8.50096	0	0
AT2G27700.2	1443	1244	0.20968	0.00735048
AT2G27700.1	1440	1241	2.79032	0.0980533
AT1G02010.4	2640	2441	20.0368	0.357964
AT1G02010.6	1961	1762	95.9818	2.37554
AT1G02010.1	2803	2604	0	0
AT1G02010.5	2634	2435	39.4737	0.70695
AT1G02010.2	2161	1962	0.722252	0.0160535
AT1G02010.3	2705	2506	122.785	2.13671
AT1G47900.1	3757	3558	516.277	6.32786
AT1G47900.3	3452	3253	270.723	3.62929
AT1G47900.2	3385	3186	0	0
AT5G57625.1	935	736	0	0
AT4G02725.1	2686	2487	2338.76	41.0101
AT4G02725.2	2898	2699	83.2368	1.34491
AT1G14315.2	912	713	0	0
AT1G14315.1	672	473	1	0.0921974
AT5G66440.1	1258	1059	131	5.39455
AT4G35440.2	2661	2462	8.87722	0.157242
AT4G35440.1	2561	2362	1118.8	20.6564
AT3G52460.1	1366	1167	25	0.93422
AT4G26240.1	1288	1089	167.552	6.70968
AT3G55380.2	997	798	0	0
AT3G55380.1	1345	1146	300	11.4161
AT2G16953.1	195	22.8744	0	0
AT2G22320.1	336	137	0	0
AT1G26760.1	1792	1593	25	0.684391
AT1G05250.1	1492	1293	3	0.101182
AT3G44560.1	1755	1556	2	0.0560532
AT3G44560.2	1920	1721	0	0
AT3G44560.3	1864	1665	0	0
AT1G67260.3	1685	1486	0	0
AT1G67260.2	1751	1552	0	0
AT1G67260.1	1080	881	5	0.247499
AT4G31950.1	1650	1451	0	0
AT5G51680.1	1455	1256	64.132	2.22672
AT4G10925.1	1213	1014	10.7505	0.46235
AT4G10925.5	1221	1022	0	0
AT4G10925.4	1325	1126	27.714	1.07335
AT4G10925.2	1210	1011	21.2766	0.917762
AT4G10925.3	1192	993	81.2589	3.56863
AT3G56520.1	528	329	0	0
AT1G24575.1	732	533	93	7.60914
AT4G31690.1	892	693	0	0
AT1G12790.1	1527	1328	121	3.97344
AT4G34640.1	1902	1703	1220.93	31.2648
AT4G34640.2	1558	1359	212.072	6.80525
AT4G03340.2	1893	1694	0	0
AT4G03340.1	2100	1901	28	0.642326
AT2G37260.1	1856	1657	0	0
AT2G37260.2	1290	1091	0.118863	0.00475117
AT2G37260.3	1438	1239	24.8811	0.875747
AT5G54610.1	1669	1470	604	17.9184
AT3G27970.1	1360	1161	16	0.600991
AT4G13550.1	2651	2452	124.726	2.21829
AT4G13550.3	2917	2718	0	0
AT4G13550.2	2821	2622	591.274	9.83412
AT1G04850.1	1669	1470	1595.29	47.3264
AT1G04850.2	1665	1466	48.7055	1.44885
AT5G20560.1	1156	957	0	0
AT3G17420.1	2063	1864	157	3.67311
AT3G08780.1	1363	1164	398.769	14.9399
AT3G08780.2	1498	1299	11.2309	0.377038
AT1G31760.1	1434	1235	12	0.423735
AT5G65470.1	2166	1967	1450	32.1472
AT1G33250.1	2419	2220	538	10.5684
AT1G74000.1	1340	1141	14	0.535084
AT3G55660.1	2155	1956	41	0.914102
AT3G55660.2	2221	2022	0	0
AT4G15562.1	674	475	0	0
AT3G48480.1	1349	1150	18	0.682582
AT5G66420.3	1989	1790	378.115	9.21193
AT5G66420.1	2749	2550	297.221	5.08299
AT5G66420.2	2675	2476	1662.66	29.2842
AT3G02740.1	1742	1543	406.183	11.4798
AT3G02740.2	1974	1775	28.8172	0.708
AT1G55580.1	1980	1781	0	0
AT1G53903.1	876	677	3604.5	232.186
AT3G63400.1	2084	1885	933.346	21.5929
AT3G63400.4	2138	1939	62.4882	1.4054
AT3G63400.3	2103	1904	156.166	3.57684
AT3G63400.2	1535	1336	0	0
AT1G19715.1	2130	1931	1735.65	39.1977
AT1G19715.2	2128	1929	263.583	5.95888
AT1G19715.3	1925	1726	445.762	11.2627
AT5G62750.1	896	697	0	0
AT2G04031.1	624	425	0	0
AT3G06130.2	1643	1444	0	0
AT3G06130.1	2080	1881	162	3.75583
AT5G50000.2	1957	1758	77.0022	1.91013
AT5G50000.1	1760	1561	1133	31.6524
AT1G69430.1	1660	1461	12	0.358188
AT1G53340.3	2149	1950	0	0
AT1G53340.2	2243	2044	0	0
AT1G53340.1	2112	1913	0	0
ATCG00160.1	711	512	42	3.57733
AT3G05660.1	3191	2992	1260	18.3649
AT2G16130.1	1878	1679	0	0
AT5G63820.1	678	479	27	2.45815
AT3G17140.1	339	140	0	0
AT3G24110.1	967	768	37	2.10097
AT3G24110.2	1048	849	0	0
AT1G29890.3	2440	2241	436.854	8.50108
AT1G29890.1	1906	1707	315.192	8.05234
AT1G29890.2	1901	1702	135.954	3.48347
AT2G47560.1	1012	813	2	0.10728
AT4G28600.3	2942	2743	208.362	3.31263
AT4G28600.2	3064	2865	34.1179	0.519324
AT4G28600.1	2927	2728	813.52	13.0048
AT1G80290.2	1070	871	113.959	5.70573
AT1G80290.1	1904	1705	94.0408	2.40531
AT1G56540.1	3559	3360	74.5815	0.967991
AT1G56540.2	3684	3485	11.4185	0.142885
AT2G37390.1	1580	1381	0	0
AT2G37390.2	978	779	3	0.167944
AT2G06050.3	1264	1065	29612.6	1212.57
AT2G06050.1	1563	1364	15590	498.439
AT2G06050.2	1510	1311	9295.39	309.204
AT3G20920.1	1338	1139	518.356	19.8465
AT3G20920.2	1335	1136	7.64387	0.293437
AT5G26220.1	1131	932	104	4.86628
AT5G26220.2	1152	953	0	0
AT3G54830.1	1775	1576	0.000464274	1.28469e-05
AT3G54830.2	1758	1559	51.9995	1.45457
AT3G09190.1	1489	1290	19	0.642309
AT3G05545.1	2138	1939	1336	30.0475
AT1G48650.2	3897	3698	0	0
AT1G48650.1	4303	4104	1703	18.0962
AT4G27400.1	1306	1107	0	0
AT2G35250.1	1038	839	0	0
AT5G15730.1	1650	1451	0.00187073	5.62241e-05
AT5G15730.2	1790	1591	476.998	13.0745
AT5G15730.3	1941	1742	0	0
AT1G22670.1	1288	1089	2	0.0800907
AT1G07030.1	1493	1294	539	18.165
AT5G61930.2	1964	1765	89.5405	2.21235
AT5G61930.1	2511	2312	62.5451	1.17974
AT4G27260.1	2357	2158	18	0.363748
AT1G69860.1	1668	1469	2	0.0593729
AT1G10120.1	2262	2063	231.391	4.89132
AT1G10120.2	1522	1323	45.6095	1.5034
AT5G08760.1	471	272	286	45.854
AT2G38390.1	1387	1188	0	0
AT1G43650.2	1460	1261	0	0
AT1G43650.1	1382	1183	57	2.10121
AT3G26470.1	1620	1421	12.6464	0.388108
AT1G09960.1	2217	2018	201	4.34365
AT4G27370.3	3740	3541	46.921	0.577858
AT4G27370.4	3651	3452	0.0005873	7.4194e-06
AT4G27370.1	3442	3243	1.96987e-05	2.64893e-07
AT4G27370.2	3827	3628	125.078	1.50347
AT2G25250.1	1334	1135	788	30.2768
AT5G42110.1	575	376	75	8.69868
AT1G51990.2	1092	893	0	0
AT1G51990.1	1092	893	0	0
AT5G23030.1	1572	1373	2	0.0635242
AT3G51100.3	991	792	73.9953	4.07436
AT3G51100.1	1183	984	281.005	12.4537
AT3G51100.2	926	727	0	0
AT3G29580.1	921	722	0	0
AT3G28370.5	1725	1526	0	0
AT3G28370.3	1288	1089	287.077	11.4961
AT3G28370.2	1722	1523	29.9598	0.857866
AT3G28370.1	879	680	0.0797215	0.00511266
AT3G28370.4	764	565	43.8837	3.38715
AT2G15710.1	1098	899	0	0
AT5G20250.2	2912	2713	85.441	1.3734
AT5G20250.4	2753	2554	1287.93	21.9913
AT5G20250.1	3011	2812	68.8138	1.06719
AT5G20250.3	2846	2647	37.8146	0.622995
AT4G21470.1	1445	1246	480	16.7998
AT4G05220.1	797	598	2.01669	0.147068
AT4G04730.1	423	224	0	0
AT2G33520.1	630	431	0	0
AT1G53625.1	660	461	4	0.378389
AT1G63360.1	3838	3639	319.233	3.82565
AT1G63360.2	2976	2777	529.342	8.31266
AT1G33330.2	1156	957	39.0612	1.77997
AT1G33330.3	1107	908	246.58	11.8427
AT1G33330.1	998	799	126.359	6.89664
AT3G26840.1	2306	2107	401	8.29965
AT1G74929.1	102	8.50096	0	0
AT3G29010.1	1222	1023	15.2031	0.64809
AT3G29010.2	1076	877	3.13174	0.155728
AT3G29010.5	1030	831	7.10147	0.372672
AT3G29010.3	1391	1192	5.97803	0.218707
AT3G29010.6	736	537	41.7631	3.39155
AT3G29010.4	1298	1099	19.8226	0.78658
AT3G10450.1	1594	1395	135.521	4.23655
AT3G10450.3	1768	1569	0	0
AT3G10450.2	1677	1478	0	0
AT3G10450.4	1685	1486	13.479	0.395565
AT4G12485.1	32	5.55715	0	0
AT4G34800.1	729	530	5	0.411409
AT4G28340.1	1122	923	3	0.141742
AT1G63430.1	2761	2562	176.868	3.01058
AT1G63430.2	2847	2648	27.3741	0.450819
AT1G63430.3	2551	2352	387.758	7.18957
AT3G14510.1	1424	1225	0	0
AT1G80720.2	1134	935	29.2187	1.36279
AT1G80720.1	1070	871	78.7813	3.94443
AT1G69770.1	3066	2867	667	10.1456
AT1G08460.1	1715	1516	287.121	8.25934
AT1G08460.2	2374	2175	57.8791	1.16049
AT1G78710.1	1149	950	0	0
AT1G78710.2	1146	947	0	0
AT4G03820.2	1794	1595	35.4802	0.970074
AT4G03820.1	1704	1505	131.585	3.81286
AT4G03820.3	1737	1538	184.956	5.24436
AT4G03820.4	1833	1634	0.978127	0.026105
AT3G28930.3	899	700	1033.84	64.4074
AT3G28930.2	1084	885	70.4291	3.47048
AT3G28930.1	1003	804	0	0
AT3G52950.2	2112	1913	95.5611	2.17844
AT3G52950.1	2292	2093	267.439	5.57231
AT2G26330.1	3985	3786	1830	21.079
AT1G08610.1	2143	1944	189	4.2398
AT3G57620.1	1769	1570	0	0
AT5G08070.1	1328	1129	48	1.85407
AT5G08070.2	729	530	0	0
AT1G17540.1	2819	2620	1	0.0166448
AT2G39280.1	2748	2549	742.86	12.7092
AT2G39280.2	2846	2647	145.14	2.39118
AT1G27380.3	1122	923	3.45379	0.163183
AT1G27380.4	907	708	2.64179	0.162722
AT1G27380.2	639	440	6.90442	0.684312
AT1G27380.1	991	792	0	0
AT1G58643.2	1707	1508	0	0
AT1G58643.1	1569	1370	0	0
AT5G08450.2	3369	3170	171.826	2.36379
AT5G08450.1	3332	3133	169.888	2.36473
AT5G08450.3	3083	2884	1256.29	18.9965
AT5G14030.3	994	795	0	0
AT5G14030.4	885	686	0.498844	0.0317118
AT5G14030.1	1615	1416	1087.69	33.4983
AT5G14030.5	1738	1539	20.0741	0.568823
AT5G14030.2	880	681	1269.73	81.3103
AT1G48953.1	650	451	0	0
AT5G66080.1	1908	1709	74.8047	1.90883
AT5G66080.2	1017	818	16.1953	0.863406
AT2G47730.1	1739	1540	3909.82	110.717
AT2G47730.2	1748	1549	465.182	13.0964
AT2G02310.1	1250	1051	14	0.580905
AT4G11020.1	568	369	0	0
AT3G50670.2	2424	2225	1353.59	26.5299
AT3G50670.1	1792	1593	1061.41	29.0569
AT1G51440.1	1956	1757	195	4.83997
AT2G07719.1	1520	1321	1	0.0330124
AT1G18871.1	177	17.866	0	0
AT1G25210.2	1345	1146	0	0
AT1G25210.1	1194	995	0	0
AT1G21610.6	2731	2532	0	0
AT1G21610.1	2574	2375	416.307	7.64416
AT1G21610.4	3012	2813	97.8386	1.51677
AT1G21610.5	2887	2688	46.1054	0.748001
AT1G21610.3	2531	2332	0	0
AT1G21610.2	2640	2441	282.749	5.05142
AT5G05340.1	1304	1105	18	0.710379
AT5G45440.1	1559	1360	1	0.0320657
AT4G05110.1	1677	1478	26	0.767147
AT4G05110.3	1766	1567	0	0
AT4G05110.2	2248	2049	0	0
AT5G25380.4	1332	1133	0	0
AT5G25380.1	1851	1652	15	0.395969
AT5G25380.2	1931	1732	0	0
AT5G25380.3	1563	1364	0	0
AT3G44080.1	1164	965	0	0
AT1G79710.3	1458	1259	28.6246	0.991501
AT1G79710.1	1854	1655	16.068	0.423392
AT1G79710.2	1751	1552	27.3075	0.767308
AT5G56920.1	938	739	0	0
AT5G38000.3	1263	1064	3	0.122959
AT5G38000.2	1286	1087	0	0
AT5G38000.1	1390	1191	0	0
AT5G15050.1	1823	1624	671	18.0184
AT3G50370.1	7163	6964	3087.57	19.3347
AT3G50370.2	7367	7168	878.431	5.34429
AT1G80840.1	1325	1126	1183	45.817
AT5G53670.1	735	536	0	0
ATMG00440.1	459	260	0	0
AT2G23160.1	1275	1076	0	0
AT4G29940.2	2841	2642	28.2092	0.465627
AT4G29940.1	2897	2698	975.791	15.7723
AT4G23640.1	2965	2766	1313	20.7011
AT3G09550.2	2096	1897	93.8148	2.15667
AT3G09550.3	2535	2336	0	0
AT3G09550.1	2285	2086	55.1852	1.15369
AT3G07568.1	528	329	262	34.7284
AT5G44630.1	2191	1992	0	0
AT2G40900.1	1782	1583	66	1.81821
AT2G39140.1	1594	1395	1530.16	47.8345
AT2G39140.2	1305	1106	252.844	9.9696
AT5G05950.1	1255	1056	196.483	8.11409
AT3G48670.3	2450	2251	208.854	4.04619
AT3G48670.1	2475	2276	0.00150561	2.88483e-05
AT3G48670.2	2353	2154	497.145	10.0651
AT5G63810.1	2608	2409	3016	54.5977
AT5G02340.1	1896	1697	0	0
AT4G32470.1	945	746	1948.43	113.901
AT4G32470.2	891	692	10.5701	0.666123
AT3G11270.1	1507	1308	256.902	8.56526
AT3G11270.2	1360	1161	7.09757	0.266598
AT2G46440.2	2648	2449	304.308	5.41882
AT2G46440.1	2569	2370	1486.68	27.3558
AT2G17630.1	1518	1319	252	8.33174
AT2G21105.1	12	4.33049	0	0
AT5G24100.1	2397	2198	0	0
AT4G29330.1	1470	1271	239.312	8.21106
AT4G29330.2	1341	1142	145.688	5.56335
AT2G15470.1	1215	1016	0	0
AT2G47790.1	1398	1199	367	13.3483
AT1G71300.1	2244	2045	0	0
AT1G71300.2	2106	1907	0	0
AT5G48545.1	1619	1420	311.299	9.56025
AT5G48545.2	2129	1930	57.781	1.30559
AT5G48545.3	1712	1513	60.9198	1.7559
AT1G49490.1	2685	2486	201	3.52594
AT1G49490.2	2952	2753	0	0
AT1G23645.2	415	216	0	0
AT1G23645.1	698	499	0	0
AT3G08530.1	5722	5523	7079.5	55.8995
AT1G09795.1	1516	1317	3948	130.729
AT2G19190.1	2700	2501	6	0.104621
AT5G56950.1	1688	1489	1463	42.8479
AT3G22380.3	5673	5474	600.522	4.78414
AT3G22380.2	5487	5288	351.653	2.90003
AT3G22380.1	5757	5558	3608.83	28.3157
AT2G41835.1	1438	1239	86	3.02696
AT4G23590.1	1563	1364	5	0.159858
AT3G05140.1	2124	1925	9.71441	0.220072
AT3G05140.2	2000	1801	24.2856	0.588051
AT1G48690.1	1073	874	0	0
AT4G35620.1	1673	1474	46	1.36094
AT4G35620.2	1742	1543	0	0
AT3G29750.1	1266	1067	0	0
AT1G49570.1	1509	1310	0	0
AT3G54500.5	2283	2084	185.434	3.88036
AT3G54500.3	2333	2134	0	0
AT3G54500.1	2330	2131	534.541	10.939
AT3G54500.4	2452	2253	45.5514	0.881699
AT3G54500.7	2147	1948	140.862	3.15344
AT3G54500.8	2067	1868	167.291	3.90549
AT3G54500.2	2522	2323	12.3824	0.232453
AT3G54500.6	2246	2047	21.9381	0.46737
AT2G45130.1	916	717	2	0.121644
AT1G68470.1	1753	1554	70	1.96439
AT5G58400.1	1224	1025	0	0
AT2G39110.2	1894	1695	0	0
AT2G39110.1	1748	1549	19	0.534912
AT5G39510.1	1207	1008	1490	64.4623
AT4G32660.3	1552	1353	287.643	9.27121
AT4G32660.2	1698	1499	0	0
AT4G32660.1	1788	1589	283.5	7.78053
AT4G32660.4	1673	1474	342.856	10.1437
AT1G75580.1	934	735	39	2.31397
AT5G23090.1	1186	987	18.4715	0.816142
AT5G23090.2	1145	946	54.6793	2.52065
AT5G23090.4	1028	829	58.3805	3.0711
AT5G23090.3	755	556	17.8093	1.39685
AT5G23090.5	1069	870	10.6593	0.534307
AT5G45920.3	1263	1064	5.49013	0.22502
AT5G45920.4	1162	963	18.8546	0.853827
AT5G45920.1	1238	1039	75.5557	3.17126
AT5G45920.2	1339	1140	22.0996	0.845394
AT3G52760.1	1180	981	325	14.4476
AT5G52750.1	757	558	21	1.64121
AT5G52750.2	880	681	0	0
AT5G18830.2	2876	2677	0	0
AT5G18830.1	3081	2882	438	6.62766
AT5G18830.3	2788	2589	0	0
AT3G27460.4	1328	1129	55.1312	2.12953
AT3G27460.3	1567	1368	0	0
AT3G27460.5	1051	852	3.60487	0.184514
AT3G27460.2	1338	1139	103.183	3.95059
AT3G27460.1	1349	1150	30.0813	1.14072
AT2G38910.1	2432	2233	0	0
AT3G62780.1	1277	1078	56	2.26542
AT3G28210.1	1026	827	18	0.949176
AT3G28210.2	1105	906	0	0
AT3G47675.1	639	440	206	20.4171
AT2G44360.1	643	444	369	36.2429
AT5G50720.1	716	517	267	22.5217
AT2G36060.2	960	761	400.298	22.9392
AT2G36060.1	1020	821	749.704	39.8223
AT2G36060.3	954	755	14.9984	0.866319
AT1G26400.1	1584	1385	0	0
AT4G19470.1	1254	1055	0	0
AT4G04360.1	603	404	65	7.01636
AT3G25060.1	2032	1833	18	0.428243
AT2G07684.1	111	9.10829	0	0
AT1G72980.1	907	708	0	0
AT5G51840.1	1468	1269	451	15.4987
AT4G17490.1	1338	1139	222	8.49981
AT1G59970.1	1580	1381	239	7.54717
AT2G32950.1	2474	2275	547.497	10.4949
AT2G32950.2	2401	2202	172.503	3.41633
AT3G26240.1	3305	3106	360	5.05453
AT3G04860.1	1714	1515	40	1.1514
AT1G11520.1	591	392	0	0
AT2G24420.2	1904	1705	203.254	5.1987
