target_id	length	eff_length	est_counts	tpm
AT3G48330.3	1038	839	41.3732	2.08157
AT3G48330.4	871	672	24.0867	1.51301
AT3G48330.1	1024	825	208.835	10.6852
AT4G32710.1	2794	2595	642	10.4432
AT3G46440.1	1646	1447	474.586	13.8446
AT3G46440.2	1735	1536	102.414	2.81451
AT2G21930.1	1401	1202	0	0
AT2G21930.2	1500	1301	0	0
AT3G53910.1	327	128.001	0	0
AT4G25090.1	3019	2820	0	0
AT4G25090.2	2775	2576	0	0
AT2G18870.1	720	521	0	0
AT1G56250.1	1276	1077	4	0.156776
AT3G16830.1	3909	3710	1173	13.3462
AT5G20470.1	1814	1615	0	0
AT5G04950.1	1399	1200	34	1.196
AT4G13720.1	924	725	465.899	27.1262
AT4G13720.2	1053	854	33.1008	1.63612
AT5G50110.1	1087	888	218.681	10.3952
AT5G50110.2	1146	947	13.3188	0.593678
AT3G03305.1	2493	2294	428.998	7.89398
AT5G66670.2	1632	1433	0	0
AT5G66670.4	1660	1461	0	0
AT5G66670.3	1973	1774	0	0
AT5G66670.1	1890	1691	0	0
AT4G08039.1	210	28.6775	0	0
AT2G38310.1	1439	1240	381	12.9699
AT2G26900.1	1906	1707	7200	178.047
AT5G23000.1	1399	1200	0	0
AT1G66852.1	333	134.001	0	0
AT1G69810.2	1940	1741	0	0
AT1G69810.1	1593	1394	4	0.121124
AT1G72450.2	1786	1587	33.4816	0.89056
AT1G72450.1	1604	1405	729.518	21.9177
AT5G03560.3	1847	1648	26.0647	0.667621
AT5G03560.4	1434	1235	6.14314	0.20997
AT5G03560.1	1135	936	136.921	6.17486
AT5G03560.2	2202	2003	66.8716	1.40927
AT4G27340.3	2046	1847	8.23597	0.188227
AT4G27340.2	1880	1681	133.165	3.34393
AT4G27340.1	2220	2021	767.599	16.0325
AT1G76280.4	3218	3019	68.6916	0.96045
AT1G76280.2	3066	2867	45.7725	0.673925
AT1G76280.5	2985	2786	406.879	6.1648
AT1G76280.3	2472	2273	0	0
AT1G76280.1	2889	2690	53.6568	0.841989
AT3G03272.1	781	582	4	0.290116
AT3G28960.1	1318	1119	46.2356	1.74414
AT3G28960.4	1270	1071	3.06216e-05	1.2069e-06
AT3G28960.3	1501	1302	0	0
AT3G28960.2	1891	1692	14.7644	0.368341
AT3G28960.5	1730	1531	0	0
AT1G65630.1	1761	1562	0	0
AT3G10210.1	1187	988	263.788	11.2702
AT4G27830.2	1601	1402	206.301	6.21137
AT4G27830.1	1842	1643	95.444	2.45214
AT1G71390.2	2575	2376	0	0
AT1G71390.1	2453	2254	0	0
AT5G46260.1	4166	3967	293.946	3.1278
AT2G32710.2	1482	1283	238.668	7.8524
AT2G32710.1	2391	2192	47.5158	0.915022
AT5G27680.2	3588	3389	35.4652	0.441738
AT5G27680.3	3487	3288	1.18105	0.0151625
AT5G27680.5	3205	3006	69.0758	0.969999
AT5G27680.4	3382	3183	21.7008	0.287788
AT5G27680.1	3492	3293	29.5772	0.379141
AT5G27680.6	3178	2979	0	0
AT4G19380.1	2367	2168	80.3014	1.5635
AT4G19380.2	2513	2314	31.6986	0.578245
AT5G61960.2	3723	3524	0.06468	0.000774763
AT5G61960.10	3410	3211	1349.02	17.7342
AT5G61960.5	3711	3512	9.46213	0.113728
AT5G61960.9	3495	3296	0	0
AT5G61960.6	3632	3433	23.4328	0.288128
AT5G61960.11	3391	3192	7.41566e-06	9.80667e-08
AT5G61960.1	4032	3833	684.024	7.53298
AT5G61960.3	3816	3617	0	0
AT5G61960.8	3530	3331	0	0
AT5G61960.4	3725	3526	0	0
AT5G61960.7	3607	3408	0	0
AT4G29180.2	3108	2909	0	0
AT4G29180.1	2939	2740	14	0.215681
AT4G29180.3	3117	2918	0	0
AT3G09680.1	661	462	8.00154	0.731082
AT1G56233.1	335	136	0	0
AT1G15210.1	4849	4650	0	0
AT3G63470.1	1872	1673	38	0.958787
AT2G16970.1	1520	1321	0	0
AT2G16970.8	1236	1037	0	0
AT2G16970.6	1282	1083	0	0
AT2G16970.3	1569	1370	0	0
AT2G16970.7	1682	1483	0	0
AT2G16970.4	1556	1357	0	0
AT2G16970.2	1640	1441	0	0
AT2G16970.5	1319	1120	0	0
AT1G15250.1	642	443	27.6875	2.63824
AT1G15250.2	626	427	235.313	23.2622
AT1G79700.2	1154	955	165.925	7.33404
AT1G79700.3	1241	1042	12.0384	0.487682
AT1G79700.1	1082	883	0	0
AT1G79700.4	868	669	5.03648	0.317787
AT2G46620.1	2081	1882	142	3.18495
AT3G46920.1	3477	3278	6.06259e-07	7.80699e-09
AT3G46920.2	3633	3434	312	3.83521
AT2G43750.2	1497	1298	5903.6	191.989
AT2G43750.1	1664	1465	280.719	8.0885
AT1G62895.1	261	63.4937	0	0
AT2G24490.2	1897	1698	10.5748	0.262886
AT2G24490.1	1473	1274	419.425	13.897
AT3G57080.1	1427	1228	320	10.9998
AT3G13820.1	1396	1197	0	0
AT2G15080.2	3309	3110	193.619	2.62798
AT2G15080.1	3639	3440	282.381	3.46506
AT1G73360.1	3506	3307	395	5.04194
AT1G16360.1	1203	1004	4	0.168175
AT1G16360.4	1368	1169	0	0
AT1G16360.5	1338	1139	0	0
AT1G16360.3	1459	1260	0	0
AT1G16360.2	1297	1098	0	0
AT1G10225.1	535	336	0	0
AT3G49770.1	904	705	0	0
AT4G31660.1	1173	974	0	0
AT1G26670.1	1219	1020	595	24.6236
AT1G34855.1	576	377	0	0
AT1G52200.1	1425	1226	0	0
AT1G52200.2	1366	1167	1	0.0361713
AT1G57800.2	2119	1920	0	0
AT1G57800.1	2107	1908	0	0
AT4G23200.1	2432	2233	110.067	2.08068
AT4G23200.2	2334	2135	0.932618	0.0184391
AT1G69460.1	1107	908	1491	69.3148
AT1G04310.2	2464	2265	61.0556	1.13787
AT1G04310.1	2572	2373	43.9444	0.781701
AT1G08080.1	924	725	4	0.232893
AT2G37678.1	977	778	270.059	14.6526
AT2G37678.2	1008	809	35.9408	1.87531
AT3G56070.2	961	762	659.152	36.5145
AT3G56070.1	1102	903	285.848	13.3623
AT5G15420.1	605	406	2	0.20794
AT5G06020.1	456	257	0	0
AT3G15251.1	114	9.32945	0	0
AT1G75550.2	920	721	6.52615	0.382082
AT1G75550.1	777	578	56.4738	4.12434
AT1G71890.1	1863	1664	31	0.786399
AT1G05430.1	1176	977	660	28.5157
AT4G29810.3	1485	1286	31.3201	1.02805
AT4G29810.1	1571	1372	198.556	6.10889
AT4G29810.2	1441	1242	964.124	32.7677
AT3G02780.1	1890	1691	1648.8	41.1584
AT3G02780.2	1297	1098	272.202	10.4646
AT4G26560.1	759	560	1	0.0753783
AT1G80870.1	2500	2301	676	12.4012
AT4G23670.1	1121	922	16405	751.069
AT2G46225.3	1232	1033	60.5686	2.47504
AT2G46225.2	1403	1204	9.75827	0.342122
AT2G46225.1	1310	1111	534.673	20.3146
AT5G18730.1	2407	2208	31	0.592648
AT5G67570.1	2471	2272	1064	19.7682
AT1G75310.1	4550	4351	44.3649	0.430413
AT1G75310.2	4728	4529	805.635	7.5088
AT5G29054.1	102	8.50096	0	0
AT2G27700.2	1443	1244	0	0
AT2G27700.1	1440	1241	0	0
AT1G02010.4	2640	2441	72.7327	1.25776
AT1G02010.6	1961	1762	129.369	3.09927
AT1G02010.1	2803	2604	0	0
AT1G02010.5	2634	2435	58.1789	1.00856
AT1G02010.2	2161	1962	0	0
AT1G02010.3	2705	2506	83.719	1.41019
AT1G47900.1	3757	3558	723.266	8.58077
AT1G47900.3	3452	3253	314.734	4.08408
AT1G47900.2	3385	3186	0	0
AT5G57625.1	935	736	0	0
AT4G02725.1	2686	2487	2516.85	42.7185
AT4G02725.2	2898	2699	81.149	1.26915
AT1G14315.2	912	713	0	0
AT1G14315.1	672	473	1	0.0892428
AT5G66440.1	1258	1059	161	6.41748
AT4G35440.2	2661	2462	61.3577	1.052
AT4G35440.1	2561	2362	1346.64	24.0662
AT3G52460.1	1366	1167	0	0
AT4G26240.1	1288	1089	176.496	6.84134
AT3G55380.2	997	798	6.09771	0.322551
AT3G55380.1	1345	1146	382.902	14.1039
AT2G16953.1	195	22.8744	1	1.84538
AT2G22320.1	336	137	0	0
AT1G26760.1	1792	1593	42	1.11293
AT1G05250.1	1492	1293	3	0.0979393
AT3G44560.1	1755	1556	0	0
AT3G44560.2	1920	1721	0	0
AT3G44560.3	1864	1665	0	0
AT1G67260.3	1685	1486	0	0
AT1G67260.2	1751	1552	0	0
AT1G67260.1	1080	881	9	0.431222
AT4G31950.1	1650	1451	0	0
AT5G51680.1	1455	1256	19.0855	0.641427
AT4G10925.1	1213	1014	106.189	4.42054
AT4G10925.5	1221	1022	0	0
AT4G10925.4	1325	1126	29.8845	1.12032
AT4G10925.2	1210	1011	0	0
AT4G10925.3	1192	993	17.9267	0.762054
AT3G56520.1	528	329	0	0
AT1G24575.1	732	533	80	6.33574
AT4G31690.1	892	693	0	0
AT1G12790.1	1527	1328	97	3.08325
AT4G34640.1	1902	1703	1099.48	27.2527
AT4G34640.2	1558	1359	224.515	6.97366
AT4G03340.2	1893	1694	0	0
AT4G03340.1	2100	1901	26	0.577332
AT2G37260.1	1856	1657	19.8206	0.504927
AT2G37260.2	1290	1091	11.8851	0.459848
AT2G37260.3	1438	1239	10.2943	0.350719
AT5G54610.1	1669	1470	575	16.5114
AT3G27970.1	1360	1161	1	0.0363582
AT4G13550.1	2651	2452	122.663	2.11167
AT4G13550.3	2917	2718	0	0
AT4G13550.2	2821	2622	642.337	10.3411
AT1G04850.1	1669	1470	1596.82	45.8536
AT1G04850.2	1665	1466	26.1802	0.75383
AT5G20560.1	1156	957	0	0
AT3G17420.1	2063	1864	208	4.71034
AT3G08780.1	1363	1164	317.17	11.502
AT3G08780.2	1498	1299	45.8304	1.48929
AT1G31760.1	1434	1235	28	0.95703
AT5G65470.1	2166	1967	1539	33.027
AT1G33250.1	2419	2220	722	13.7284
AT1G74000.1	1340	1141	13	0.480941
AT3G55660.1	2155	1956	50.2426	1.08427
AT3G55660.2	2221	2022	7.75737	0.161945
AT4G15562.1	674	475	0	0
AT3G48480.1	1349	1150	12	0.440472
AT5G66420.3	1989	1790	321.825	7.5893
AT5G66420.1	2749	2550	194.065	3.21248
AT5G66420.2	2675	2476	1728.11	29.4615
AT3G02740.1	1742	1543	381.249	10.4298
AT3G02740.2	1974	1775	90.7509	2.15818
AT1G55580.1	1980	1781	0	0
AT1G53903.1	876	677	173	10.7868
AT3G63400.1	2084	1885	926.632	20.7506
AT3G63400.4	2138	1939	67.9698	1.4797
AT3G63400.3	2103	1904	521.398	11.5594
AT3G63400.2	1535	1336	0	0
AT1G19715.1	2130	1931	1591.52	34.7909
AT1G19715.2	2128	1929	342.466	7.4941
AT1G19715.3	1925	1726	1111.01	27.1714
AT5G62750.1	896	697	0	0
AT2G04031.1	624	425	0	0
AT3G06130.2	1643	1444	0	0
AT3G06130.1	2080	1881	697	15.6415
AT5G50000.2	1957	1758	164.984	3.96147
AT5G50000.1	1760	1561	1648.02	44.5649
AT1G69430.1	1660	1461	11	0.317817
AT1G53340.3	2149	1950	0	0
AT1G53340.2	2243	2044	0	0
AT1G53340.1	2112	1913	1	0.0220658
ATCG00160.1	711	512	31	2.5558
AT3G05660.1	3191	2992	717	10.1156
AT2G16130.1	1878	1679	0	0
AT5G63820.1	678	479	25	2.20312
AT3G17140.1	339	140	0	0
AT3G24110.1	967	768	22.037	1.21123
AT3G24110.2	1048	849	20.963	1.04227
AT1G29890.3	2440	2241	395.255	7.4451
AT1G29890.1	1906	1707	403.839	9.98641
AT1G29890.2	1901	1702	144.906	3.59385
AT2G47560.1	1012	813	16	0.830738
AT4G28600.3	2942	2743	148.04	2.27817
AT4G28600.2	3064	2865	171.985	2.53396
AT4G28600.1	2927	2728	601.976	9.3147
AT1G80290.2	1070	871	102.98	4.99077
AT1G80290.1	1904	1705	47.0204	1.16412
AT1G56540.1	3559	3360	104	1.30656
AT1G56540.2	3684	3485	0	0
AT2G37390.1	1580	1381	4.12177	0.125987
AT2G37390.2	978	779	22.8782	1.23971
AT2G06050.3	1264	1065	450.536	17.8572
AT2G06050.1	1563	1364	117.675	3.6417
AT2G06050.2	1510	1311	52.7893	1.69972
AT3G20920.1	1338	1139	509	18.8638
AT3G20920.2	1335	1136	0	0
AT5G26220.1	1131	932	21.4721	0.972509
AT5G26220.2	1152	953	15.5279	0.687787
AT3G54830.1	1775	1576	200.616	5.37333
AT3G54830.2	1758	1559	0.384169	0.0104019
AT3G09190.1	1489	1290	46	1.50523
AT3G05545.1	2138	1939	1261	27.4519
AT1G48650.2	3897	3698	0	0
AT1G48650.1	4303	4104	2503	25.7447
AT4G27400.1	1306	1107	0	0
AT2G35250.1	1038	839	0	0
AT5G15730.1	1650	1451	0	0
AT5G15730.2	1790	1591	283	7.50846
AT5G15730.3	1941	1742	0	0
AT1G22670.1	1288	1089	0	0
AT1G07030.1	1493	1294	532	17.3545
AT5G61930.2	1964	1765	126.445	3.02406
AT5G61930.1	2511	2312	21.0358	0.384066
AT4G27260.1	2357	2158	78	1.52573
AT1G69860.1	1668	1469	0	0
AT1G10120.1	2262	2063	337.328	6.90221
AT1G10120.2	1522	1323	151.672	4.83926
AT5G08760.1	471	272	243	37.7113
AT2G38390.1	1387	1188	0	0
AT1G43650.2	1460	1261	7.95572	0.266317
AT1G43650.1	1382	1183	94.0443	3.35569
AT3G26470.1	1620	1421	10.6722	0.317027
AT1G09960.1	2217	2018	76	1.58974
AT4G27370.3	3740	3541	131.386	1.56624
AT4G27370.4	3651	3452	62.699	0.766698
AT4G27370.1	3442	3243	0	0
AT4G27370.2	3827	3628	100.915	1.17415
AT2G25250.1	1334	1135	801	29.79
AT5G42110.1	575	376	294	33.0061
AT1G51990.2	1092	893	0	0
AT1G51990.1	1092	893	0	0
AT5G23030.1	1572	1373	0	0
AT3G51100.3	991	792	91.8872	4.89739
AT3G51100.1	1183	984	234.028	10.0394
AT3G51100.2	926	727	10.0852	0.585576
AT3G29580.1	921	722	0	0
AT3G28370.5	1725	1526	8.57954	0.237325
AT3G28370.3	1288	1089	232.393	9.00804
AT3G28370.2	1722	1523	14.5262	0.402613
AT3G28370.1	879	680	0	0
AT3G28370.4	764	565	90.1571	6.73575
AT2G15710.1	1098	899	0	0
AT5G20250.2	2912	2713	140.7	2.18917
AT5G20250.4	2753	2554	1519.37	25.1117
AT5G20250.1	3011	2812	45.9312	0.689488
AT5G20250.3	2846	2647	0	0
AT4G21470.1	1445	1246	532	18.023
AT4G05220.1	797	598	7.56521	0.534016
AT4G04730.1	423	224	0	0
AT2G33520.1	630	431	0	0
AT1G53625.1	660	461	2	0.183132
AT1G63360.1	3838	3639	443.934	5.14957
AT1G63360.2	2976	2777	805.066	12.2374
AT1G33330.2	1156	957	19.5306	0.861467
AT1G33330.3	1107	908	268.865	12.4992
AT1G33330.1	998	799	168.604	8.90749
AT3G26840.1	2306	2107	87	1.74297
AT1G74929.1	102	8.50096	0	0
AT3G29010.1	1222	1023	25.4439	1.04989
AT3G29010.2	1076	877	0	0
AT3G29010.5	1030	831	0	0
AT3G29010.3	1391	1192	0	0
AT3G29010.6	736	537	62.1866	4.88829
AT3G29010.4	1298	1099	13.3695	0.513515
AT3G10450.1	1594	1395	216.022	6.53671
AT3G10450.3	1768	1569	0	0
AT3G10450.2	1677	1478	0	0
AT3G10450.4	1685	1486	14.9776	0.425458
AT4G12485.1	32	5.55715	0	0
AT4G34800.1	729	530	1	0.079645
AT4G28340.1	1122	923	1	0.0457333
AT1G63430.1	2761	2562	62.7598	1.03404
AT1G63430.2	2847	2648	56.1392	0.894917
AT1G63430.3	2551	2352	675.101	12.1162
AT3G14510.1	1424	1225	0	0
AT1G80720.2	1134	935	102.266	4.61692
AT1G80720.1	1070	871	19.7344	0.956401
AT1G69770.1	3066	2867	889	13.0891
AT1G08460.1	1715	1516	239.682	6.67376
AT1G08460.2	2374	2175	94.3179	1.8305
AT1G78710.1	1149	950	0	0
AT1G78710.2	1146	947	0	0
AT4G03820.2	1794	1595	24.9724	0.660896
AT4G03820.1	1704	1505	291.028	8.16267
AT4G03820.3	1737	1538	0	0
AT4G03820.4	1833	1634	0	0
AT3G28930.3	899	700	463.196	27.9319
AT3G28930.2	1084	885	23.4965	1.12071
AT3G28930.1	1003	804	17.3079	0.908704
AT3G52950.2	2112	1913	237.444	5.2394
AT3G52950.1	2292	2093	232.556	4.69021
AT2G26330.1	3985	3786	2706	30.1704
AT1G08610.1	2143	1944	363	7.88215
AT3G57620.1	1769	1570	0	0
AT5G08070.1	1328	1129	33.9265	1.26847
AT5G08070.2	729	530	18.0735	1.43946
AT1G17540.1	2819	2620	0	0
AT2G39280.1	2748	2549	837.637	13.8714
AT2G39280.2	2846	2647	129.363	2.06297
AT1G27380.3	1122	923	1.88716	0.086306
AT1G27380.4	907	708	6.70663	0.399858
AT1G27380.2	639	440	8.60031	0.82508
AT1G27380.1	991	792	4.8059	0.256144
AT1G58643.2	1707	1508	0	0
AT1G58643.1	1569	1370	0	0
AT5G08450.2	3369	3170	273.29	3.63914
AT5G08450.1	3332	3133	113.439	1.52839
AT5G08450.3	3083	2884	1485.27	21.7393
AT5G14030.3	994	795	0	0
AT5G14030.4	885	686	0.327581	0.0201572
AT5G14030.1	1615	1416	993	29.602
AT5G14030.5	1738	1539	13.1909	0.3618
AT5G14030.2	880	681	1274.48	78.9989
AT1G48953.1	650	451	0	0
AT5G66080.1	1908	1709	170.708	4.21645
AT5G66080.2	1017	818	25.2918	1.30515
AT2G47730.1	1739	1540	2897.34	79.4169
AT2G47730.2	1748	1549	282.66	7.70279
AT2G02310.1	1250	1051	0	0
AT4G11020.1	568	369	0	0
AT3G50670.2	2424	2225	1500.29	28.4629
AT3G50670.1	1792	1593	1468.71	38.9185
AT1G51440.1	1956	1757	235	5.64587
AT2G07719.1	1520	1321	5	0.159772
AT1G18871.1	177	17.866	0	0
AT1G25210.2	1345	1146	0	0
AT1G25210.1	1194	995	0	0
AT1G21610.6	2731	2532	0	0
AT1G21610.1	2574	2375	327.822	5.82652
AT1G21610.4	3012	2813	42.997	0.645213
AT1G21610.5	2887	2688	44.1568	0.693431
AT1G21610.3	2531	2332	0	0
AT1G21610.2	2640	2441	414.024	7.15966
AT5G05340.1	1304	1105	1	0.0382008
AT5G45440.1	1559	1360	2	0.0620763
AT4G05110.1	1677	1478	10.6868	0.305217
AT4G05110.3	1766	1567	0	0
AT4G05110.2	2248	2049	8.31318	0.171262
AT5G25380.4	1332	1133	0	0
AT5G25380.1	1851	1652	24	0.613247
AT5G25380.2	1931	1732	0	0
AT5G25380.3	1563	1364	0	0
AT3G44080.1	1164	965	0	0
AT1G79710.3	1458	1259	16.1258	0.540666
AT1G79710.1	1854	1655	48.8742	1.24657
AT1G79710.2	1751	1552	0	0
AT5G56920.1	938	739	0	0
AT5G38000.3	1263	1064	5	0.198364
AT5G38000.2	1286	1087	0	0
AT5G38000.1	1390	1191	0	0
AT5G15050.1	1823	1624	909	23.6272
AT3G50370.1	7163	6964	2912.69	17.6551
AT3G50370.2	7367	7168	1616.31	9.51836
AT1G80840.1	1325	1126	18	0.67479
AT5G53670.1	735	536	0	0
ATMG00440.1	459	260	0	0
AT2G23160.1	1275	1076	0	0
AT4G29940.2	2841	2642	0	0
AT4G29940.1	2897	2698	476	7.44731
AT4G23640.1	2965	2766	1434	21.8842
AT3G09550.2	2096	1897	102.815	2.28783
AT3G09550.3	2535	2336	46.72	0.844237
AT3G09550.1	2285	2086	13.4652	0.272479
AT3G07568.1	528	329	231	29.6381
AT5G44630.1	2191	1992	0	0
AT2G40900.1	1782	1583	123	3.27989
AT2G39140.1	1594	1395	2003.2	60.6156
AT2G39140.2	1305	1106	305.799	11.6712
AT5G05950.1	1255	1056	138.481	5.53557
AT3G48670.3	2450	2251	278.473	5.22206
AT3G48670.1	2475	2276	0.00105789	1.96202e-05
AT3G48670.2	2353	2154	539.526	10.5731
AT5G63810.1	2608	2409	2736	47.9417
AT5G02340.1	1896	1697	0	0
AT4G32470.1	945	746	1987.92	112.485
AT4G32470.2	891	692	13.0763	0.797652
AT3G11270.1	1507	1308	348.343	11.2417
AT3G11270.2	1360	1161	29.657	1.07827
AT2G46440.2	2648	2449	273.352	4.7116
AT2G46440.1	2569	2370	1461.58	26.0321
AT2G17630.1	1518	1319	531	16.9936
AT2G21105.1	12	4.33049	0	0
AT5G24100.1	2397	2198	0	0
AT4G29330.1	1470	1271	353.33	11.7346
AT4G29330.2	1341	1142	121.67	4.49731
AT2G15470.1	1215	1016	0	0
AT2G47790.1	1398	1199	585	20.5954
AT1G71300.1	2244	2045	0	0
AT1G71300.2	2106	1907	3	0.0664057
AT5G48545.1	1619	1420	312.443	9.2879
AT5G48545.2	2129	1930	120.146	2.62777
AT5G48545.3	1712	1513	76.4103	2.1318
AT1G49490.1	2685	2486	235.689	4.00196
AT1G49490.2	2952	2753	10.3109	0.158097
AT1G23645.2	415	216	0	0
AT1G23645.1	698	499	0	0
AT3G08530.1	5722	5523	7351.53	56.1871
AT1G09795.1	1516	1317	2903	93.0456
AT2G19190.1	2700	2501	4	0.067512
AT5G56950.1	1688	1489	1941	55.0257
AT3G22380.3	5673	5474	863.493	6.65869
AT3G22380.2	5487	5288	335.766	2.68028
AT3G22380.1	5757	5558	5057.74	38.4125
AT2G41835.1	1438	1239	113	3.84983
AT4G23590.1	1563	1364	0	0
AT3G05140.1	2124	1925	22.6913	0.49758
AT3G05140.2	2000	1801	118.309	2.77292
AT1G48690.1	1073	874	0	0
AT4G35620.1	1673	1474	64.0583	1.83448
AT4G35620.2	1742	1543	8.94172	0.244619
AT3G29750.1	1266	1067	0	0
AT1G49570.1	1509	1310	0	0
AT3G54500.5	2283	2084	619.126	12.5405
AT3G54500.3	2333	2134	0	0
AT3G54500.1	2330	2131	1618.25	32.055
AT3G54500.4	2452	2253	211.283	3.95856
AT3G54500.7	2147	1948	223.697	4.84735
AT3G54500.8	2067	1868	232.284	5.249
AT3G54500.2	2522	2323	144.364	2.62328
AT3G54500.6	2246	2047	0	0
AT2G45130.1	916	717	0	0
AT1G68470.1	1753	1554	96	2.60768
AT5G58400.1	1224	1025	0	0
AT2G39110.2	1894	1695	0	0
AT2G39110.1	1748	1549	13	0.354264
AT5G39510.1	1207	1008	1283	53.728
AT4G32660.3	1552	1353	218.36	6.81256
AT4G32660.2	1698	1499	0	0
AT4G32660.1	1788	1589	377.967	10.0407
AT4G32660.4	1673	1474	306.673	8.78239
AT1G75580.1	934	735	23	1.32092
AT5G23090.1	1186	987	27.7584	1.18717
AT5G23090.2	1145	946	44.6491	1.9923
AT5G23090.4	1028	829	39.7359	2.02332
AT5G23090.3	755	556	8.76523	0.665462
AT5G23090.5	1069	870	27.0913	1.31446
AT5G45920.3	1263	1064	24.4576	0.970301
AT5G45920.4	1162	963	36.6587	1.60688
AT5G45920.1	1238	1039	104.067	4.22797
AT5G45920.2	1339	1140	65.8167	2.43706
AT3G52760.1	1180	981	329	14.1567
AT5G52750.1	757	558	19	1.43732
AT5G52750.2	880	681	0	0
AT5G18830.2	2876	2677	44.6714	0.704394
AT5G18830.1	3081	2882	461.329	6.75695
AT5G18830.3	2788	2589	0	0
AT3G27460.4	1328	1129	50.5479	1.88992
AT3G27460.3	1567	1368	12.171	0.375556
AT3G27460.5	1051	852	0	0
AT3G27460.2	1338	1139	72.4393	2.68463
AT3G27460.1	1349	1150	35.8418	1.31561
AT2G38910.1	2432	2233	0	0
AT3G62780.1	1277	1078	42	1.64462
AT3G28210.1	1026	827	5	0.255211
AT3G28210.2	1105	906	0	0
AT3G47675.1	639	440	291	27.9174
AT2G44360.1	643	444	258	24.5285
AT5G50720.1	716	517	46	3.75579
AT2G36060.2	960	761	474.557	26.3232
AT2G36060.1	1020	821	631.074	32.4468
AT2G36060.3	954	755	27.3693	1.53021
AT1G26400.1	1584	1385	0	0
AT4G19470.1	1254	1055	0	0
AT4G04360.1	603	404	78	8.14981
AT3G25060.1	2032	1833	25	0.575721
AT2G07684.1	111	9.10829	0	0
AT1G72980.1	907	708	0	0
AT5G51840.1	1468	1269	515	17.1309
AT4G17490.1	1338	1139	51	1.89008
AT1G59970.1	1580	1381	254	7.7638
AT2G32950.1	2474	2275	776.243	14.4029
AT2G32950.2	2401	2202	153.757	2.94749
AT3G26240.1	3305	3106	558	7.58346
AT3G04860.1	1714	1515	80	2.22901
AT1G11520.1	591	392	0	0
AT2G24420.2	1904	1705	237.444	5.87857
AT2G24420.1	2010	1811	2481.56	57.8416
