target_id	length	eff_length	est_counts	tpm
AT5G03560.4	1434	1235	4.76492	0.168843
AT5G03560.1	1135	936	101.273	4.73488
AT5G03560.2	2202	2003	25.9411	0.566762
AT4G27340.3	2046	1847	2.9198	0.0691798
AT4G27340.2	1880	1681	231.949	6.03834
AT4G27340.1	2220	2021	530.132	11.4792
AT1G76280.4	3218	3019	19.2149	0.278527
AT1G76280.2	3066	2867	23.584	0.359983
AT1G76280.5	2985	2786	250.201	3.93008
AT1G76280.3	2472	2273	0	0
AT1G76280.1	2889	2690	0	0
AT3G03272.1	781	582	3	0.225575
AT3G28960.1	1318	1119	0.000130566	5.10615e-06
AT3G28960.4	1270	1071	29.3131	1.19775
AT3G28960.3	1501	1302	10.3533	0.347986
AT3G28960.2	1891	1692	11.3223	0.292837
AT3G28960.5	1730	1531	19.0112	0.543409
AT1G65630.1	1761	1562	0	0
AT3G10210.1	1187	988	361.598	16.0163
AT4G27830.2	1601	1402	172.59	5.38718
AT4G27830.1	1842	1643	211.34	5.62909
AT1G71390.2	2575	2376	0	0
AT1G71390.1	2453	2254	0	0
AT5G46260.1	4166	3967	387.867	4.27872
AT2G32710.2	1482	1283	186.787	6.37107
AT2G32710.1	2391	2192	66.3287	1.3242
AT5G27680.2	3588	3389	27.2134	0.351403
AT5G27680.3	3487	3288	0	0
AT5G27680.5	3205	3006	0.521567	0.00759302
AT5G27680.4	3382	3183	0	0
AT5G27680.1	3492	3293	46.3767	0.616314
AT5G27680.6	3178	2979	15.8883	0.233399
AT4G19380.1	2367	2168	22	0.444075
AT4G19380.2	2513	2314	0	0
AT5G61960.2	3723	3524	0	0
AT5G61960.10	3410	3211	1498.41	20.4213
AT5G61960.5	3711	3512	0	0
AT5G61960.9	3495	3296	0	0
AT5G61960.6	3632	3433	0	0
AT5G61960.11	3391	3192	1.89947e-05	2.60413e-07
AT5G61960.1	4032	3833	591.588	6.7542
AT5G61960.3	3816	3617	0	0
AT5G61960.8	3530	3331	0	0
AT5G61960.4	3725	3526	0	0
AT5G61960.7	3607	3408	0	0
AT4G29180.2	3108	2909	0	0
AT4G29180.1	2939	2740	20	0.319428
AT4G29180.3	3117	2918	0	0
AT3G09680.1	661	462	0	0
AT1G56233.1	335	136	0	0
AT1G15210.1	4849	4650	0	0
AT3G63470.1	1872	1673	17	0.444679
AT2G16970.1	1520	1321	0	0
AT2G16970.8	1236	1037	0	0
AT2G16970.6	1282	1083	0	0
AT2G16970.3	1569	1370	0	0
AT2G16970.7	1682	1483	0	0
AT2G16970.4	1556	1357	0	0
AT2G16970.2	1640	1441	0	0
AT2G16970.5	1319	1120	0	0
AT1G15250.1	642	443	0	0
AT1G15250.2	626	427	108	11.0685
AT1G79700.2	1154	955	127.943	5.86284
AT1G79700.3	1241	1042	8.05636	0.338349
AT1G79700.1	1082	883	0	0
AT1G79700.4	868	669	0.000236573	1.5475e-05
AT2G46620.1	2081	1882	455	10.58
AT3G46920.1	3477	3278	69.8592	0.932627
AT3G46920.2	3633	3434	242.141	3.08575
AT2G43750.2	1497	1298	5547.04	187.016
AT2G43750.1	1664	1465	350.898	10.4818
AT1G62895.1	261	63.4937	1	0.689228
AT2G24490.2	1897	1698	6.9001	0.177832
AT2G24490.1	1473	1274	355.1	12.1976
AT3G57080.1	1427	1228	284	10.1208
AT3G13820.1	1396	1197	0	0
AT2G15080.2	3309	3110	638.588	8.98573
AT2G15080.1	3639	3440	514.412	6.54404
AT1G73360.1	3506	3307	434	5.74313
AT1G16360.1	1203	1004	0	0
AT1G16360.4	1368	1169	2	0.0748701
AT1G16360.5	1338	1139	0	0
AT1G16360.3	1459	1260	0	0
AT1G16360.2	1297	1098	0	0
AT1G10225.1	535	336	0	0
AT3G49770.1	904	705	0	0
AT4G31660.1	1173	974	0	0
AT1G26670.1	1219	1020	1221	52.3852
AT1G34855.1	576	377	0	0
AT1G52200.1	1425	1226	34	1.21362
AT1G52200.2	1366	1167	0	0
AT1G57800.2	2119	1920	0	0
AT1G57800.1	2107	1908	0	0
AT4G23200.1	2432	2233	45.5676	0.893018
AT4G23200.2	2334	2135	7.43243	0.152344
AT1G69460.1	1107	908	1567	75.5225
AT1G04310.2	2464	2265	0.000513706	9.9252e-06
AT1G04310.1	2572	2373	55.9995	1.03271
AT1G08080.1	924	725	2	0.120722
AT2G37678.1	977	778	432.651	24.3361
AT2G37678.2	1008	809	30.3489	1.64168
AT3G56070.2	961	762	320.106	18.3837
AT3G56070.1	1102	903	140.894	6.82805
AT5G15420.1	605	406	1	0.107787
AT5G06020.1	456	257	0	0
AT3G15251.1	114	9.32945	0	0
AT1G75550.2	920	721	6.99661	0.424664
AT1G75550.1	777	578	59.0034	4.46727
AT1G71890.1	1863	1664	5	0.131495
AT1G05430.1	1176	977	566	25.3522
AT4G29810.3	1485	1286	13.9519	0.474773
AT4G29810.1	1571	1372	802.873	25.6086
AT4G29810.2	1441	1242	1727.18	60.8567
AT3G02780.1	1890	1691	1665.6	43.1043
AT3G02780.2	1297	1098	220.399	8.78418
AT4G26560.1	759	560	0	0
AT1G80870.1	2500	2301	323	6.14298
AT4G23670.1	1121	922	9655	458.263
AT2G46225.3	1232	1033	62.232	2.63637
AT2G46225.2	1403	1204	7.49355	0.272367
AT2G46225.1	1310	1111	243.274	9.58243
AT5G18730.1	2407	2208	28	0.554948
AT5G67570.1	2471	2272	649	12.5006
AT1G75310.1	4550	4351	13.2165	0.132929
AT1G75310.2	4728	4529	910.783	8.80047
AT5G29054.1	102	8.50096	0	0
AT2G27700.2	1443	1244	0.123197	0.00433383
AT2G27700.1	1440	1241	1.8768	0.066182
AT1G02010.4	2640	2441	2.10323e-07	3.77061e-09
AT1G02010.6	1961	1762	166.668	4.13943
AT1G02010.1	2803	2604	39.9636	0.671609
AT1G02010.5	2634	2435	0	0
AT1G02010.2	2161	1962	0.857985	0.019137
AT1G02010.3	2705	2506	100.51	1.75518
AT1G47900.1	3757	3558	559.948	6.88707
AT1G47900.3	3452	3253	327.052	4.39974
AT1G47900.2	3385	3186	0	0
AT5G57625.1	935	736	0	0
AT4G02725.1	2686	2487	2293.91	40.364
AT4G02725.2	2898	2699	68.09	1.10401
AT1G14315.2	912	713	0	0
AT1G14315.1	672	473	0	0
AT5G66440.1	1258	1059	149	6.1572
AT4G35440.2	2661	2462	0	0
AT4G35440.1	2561	2362	1028.94	19.0634
AT3G52460.1	1366	1167	24	0.899981
AT4G26240.1	1288	1089	174.69	7.01992
AT3G55380.2	997	798	18.4395	1.01121
AT3G55380.1	1345	1146	337.56	12.8902
AT2G16953.1	195	22.8744	0	0
AT2G22320.1	336	137	0	0
AT1G26760.1	1792	1593	16	0.439539
AT1G05250.1	1492	1293	3.37728	0.114304
AT3G44560.1	1755	1556	3	0.0843733
AT3G44560.2	1920	1721	0	0
AT3G44560.3	1864	1665	0	0
AT1G67260.3	1685	1486	0	0
AT1G67260.2	1751	1552	0	0
AT1G67260.1	1080	881	2	0.0993453
AT4G31950.1	1650	1451	0	0
AT5G51680.1	1455	1256	54.406	1.89562
AT4G10925.1	1213	1014	62.148	2.68215
AT4G10925.5	1221	1022	0	0
AT4G10925.4	1325	1126	39.1511	1.5216
AT4G10925.2	1210	1011	7.0285	0.304232
AT4G10925.3	1192	993	23.6724	1.04324
AT3G56520.1	528	329	0	0
AT1G24575.1	732	533	107	8.78516
AT4G31690.1	892	693	0	0
AT1G12790.1	1527	1328	119	3.92141
AT4G34640.1	1902	1703	1327.45	34.1112
AT4G34640.2	1558	1359	269.55	8.67988
AT4G03340.2	1893	1694	0	0
AT4G03340.1	2100	1901	8	0.184162
AT2G37260.1	1856	1657	15.8565	0.418771
AT2G37260.2	1290	1091	0	0
AT2G37260.3	1438	1239	19.1435	0.676152
AT5G54610.1	1669	1470	618	18.3977
AT3G27970.1	1360	1161	18	0.678474
AT4G13550.1	2651	2452	163.014	2.90937
AT4G13550.3	2917	2718	0	0
AT4G13550.2	2821	2622	484.986	8.09449
AT1G04850.1	1669	1470	1591.06	47.3657
AT1G04850.2	1665	1466	21.9358	0.654807
AT5G20560.1	1156	957	0	0
AT3G17420.1	2063	1864	136	3.19291
AT3G08780.1	1363	1164	408	15.3391
AT3G08780.2	1498	1299	0	0
AT1G31760.1	1434	1235	21	0.744124
AT5G65470.1	2166	1967	1499	33.3496
AT1G33250.1	2419	2220	715	14.0944
AT1G74000.1	1340	1141	14	0.536952
AT3G55660.1	2155	1956	44.8783	1.00406
AT3G55660.2	2221	2022	7.12166	0.154132
AT4G15562.1	674	475	0	0
AT3G48480.1	1349	1150	21	0.799125
AT5G66420.3	1989	1790	288.083	7.04299
AT5G66420.1	2749	2550	299.493	5.13973
AT5G66420.2	2675	2476	1796.42	31.7506
AT3G02740.1	1742	1543	367.445	10.4212
AT3G02740.2	1974	1775	168.555	4.15563
AT1G55580.1	1980	1781	0	0
AT1G53903.1	876	677	3429	221.652
AT3G63400.1	2084	1885	691.992	16.0651
AT3G63400.4	2138	1939	34.2634	0.773296
AT3G63400.3	2103	1904	477.745	10.9805
AT3G63400.2	1535	1336	0	0
AT1G19715.1	2130	1931	2053.48	46.5373
AT1G19715.2	2128	1929	171.247	3.88494
AT1G19715.3	1925	1726	14.2726	0.361872
AT5G62750.1	896	697	0	0
AT2G04031.1	624	425	0	0
AT3G06130.2	1643	1444	23.8696	0.723387
AT3G06130.1	2080	1881	129.13	3.00423
AT5G50000.2	1957	1758	92.7152	2.30794
AT5G50000.1	1760	1561	1214.28	34.0417
AT1G69430.1	1660	1461	17	0.509204
AT1G53340.3	2149	1950	0	0
AT1G53340.2	2243	2044	0	0
AT1G53340.1	2112	1913	0	0
ATCG00160.1	711	512	33	2.82057
AT3G05660.1	3191	2992	1192	17.4344
AT2G16130.1	1878	1679	0	0
AT5G63820.1	678	479	46	4.20258
AT3G17140.1	339	140	0	0
AT3G24110.1	967	768	20	1.13963
AT3G24110.2	1048	849	0	0
AT1G29890.3	2440	2241	443.336	8.65734
AT1G29890.1	1906	1707	354.681	9.09281
AT1G29890.2	1901	1702	143.982	3.70206
AT2G47560.1	1012	813	1	0.0538273
AT4G28600.3	2942	2743	235.723	3.76071
AT4G28600.2	3064	2865	40.9324	0.625224
AT4G28600.1	2927	2728	662.345	10.6251
AT1G80290.2	1070	871	179.276	9.00736
AT1G80290.1	1904	1705	107.724	2.76491
AT1G56540.1	3559	3360	77.9182	1.01483
AT1G56540.2	3684	3485	9.08184	0.114042
AT2G37390.1	1580	1381	0	0
AT2G37390.2	978	779	2	0.112353
AT2G06050.3	1264	1065	27515.1	1130.61
AT2G06050.1	1563	1364	14993.3	481.033
AT2G06050.2	1510	1311	12509.7	417.577
AT3G20920.1	1338	1139	513.626	19.7341
AT3G20920.2	1335	1136	9.37419	0.361118
AT5G26220.1	1131	932	64.2426	3.01648
AT5G26220.2	1152	953	12.7574	0.585818
AT3G54830.1	1775	1576	0.000238344	6.61821e-06
AT3G54830.2	1758	1559	48.9998	1.37544
AT3G09190.1	1489	1290	16	0.54278
AT3G05545.1	2138	1939	1378	31.1003
AT1G48650.2	3897	3698	0	0
AT1G48650.1	4303	4104	1808	19.279
AT4G27400.1	1306	1107	0	0
AT2G35250.1	1038	839	0	0
AT5G15730.1	1650	1451	2.24703e-06	6.77695e-08
AT5G15730.2	1790	1591	550	15.1281
AT5G15730.3	1941	1742	0	0
AT1G22670.1	1288	1089	1	0.0401851
AT1G07030.1	1493	1294	480	16.2331
AT5G61930.2	1964	1765	73.1784	1.81439
AT5G61930.1	2511	2312	77.4516	1.46601
AT4G27260.1	2357	2158	20	0.405576
AT1G69860.1	1668	1469	2	0.0595801
AT1G10120.1	2262	2063	286.996	6.08792
AT1G10120.2	1522	1323	0.00445829	0.000147469
AT5G08760.1	471	272	322	51.806
AT2G38390.1	1387	1188	0	0
AT1G43650.2	1460	1261	10.9169	0.37886
AT1G43650.1	1382	1183	66.0831	2.44455
AT3G26470.1	1620	1421	17.8647	0.550168
AT1G09960.1	2217	2018	220	4.77084
AT4G27370.3	3740	3541	79.6076	0.983834
AT4G27370.4	3651	3452	19.674	0.249411
AT4G27370.1	3442	3243	0	0
AT4G27370.2	3827	3628	62.7184	0.756521
AT2G25250.1	1334	1135	775	29.8813
AT5G42110.1	575	376	75	8.72904
AT1G51990.2	1092	893	0	0
AT1G51990.1	1092	893	0	0
AT5G23030.1	1572	1373	0	0
AT3G51100.3	991	792	49.1879	2.71785
AT3G51100.1	1183	984	318.372	14.159
AT3G51100.2	926	727	8.44028	0.508061
AT3G29580.1	921	722	0	0
AT3G28370.5	1725	1526	6.16811	0.176885
AT3G28370.3	1288	1089	268.253	10.7798
AT3G28370.2	1722	1523	25.126	0.721965
AT3G28370.1	879	680	0	0
AT3G28370.4	764	565	7.45333	0.577292
AT2G15710.1	1098	899	0	0
AT5G20250.2	2912	2713	107.343	1.73147
AT5G20250.4	2753	2554	1743.75	29.8783
AT5G20250.1	3011	2812	62.6501	0.974989
AT5G20250.3	2846	2647	76.2577	1.26073
AT4G21470.1	1445	1246	489	17.1745
AT4G05220.1	797	598	4.01669	0.293941
AT4G04730.1	423	224	0	0
AT2G33520.1	630	431	0	0
AT1G53625.1	660	461	2	0.189855
AT1G63360.1	3838	3639	390.161	4.69196
AT1G63360.2	2976	2777	513.839	8.09738
AT1G33330.2	1156	957	0	0
AT1G33330.3	1107	908	263.645	12.7065
AT1G33330.1	998	799	197.355	10.8093
AT3G26840.1	2306	2107	446	9.26325
AT1G74929.1	102	8.50096	0	0
AT3G29010.1	1222	1023	17.8553	0.76381
AT3G29010.2	1076	877	0	0
AT3G29010.5	1030	831	0	0
AT3G29010.3	1391	1192	5.7621	0.211543
AT3G29010.6	736	537	64.5432	5.2598
AT3G29010.4	1298	1099	9.83934	0.391797
AT3G10450.1	1594	1395	102.553	3.21711
AT3G10450.3	1768	1569	0	0
AT3G10450.2	1677	1478	0	0
AT3G10450.4	1685	1486	3.44724	0.101519
AT4G12485.1	32	5.55715	0	0
AT4G34800.1	729	530	6	0.495414
AT4G28340.1	1122	923	5	0.237062
AT1G63430.1	2761	2562	256.023	4.37314
AT1G63430.2	2847	2648	38.0113	0.628185
AT1G63430.3	2551	2352	350.965	6.53011
AT3G14510.1	1424	1225	0	0
AT1G80720.2	1134	935	58.4375	2.7351
AT1G80720.1	1070	871	58.5625	2.94235
AT1G69770.1	3066	2867	760	11.6006
AT1G08460.1	1715	1516	260.247	7.51242
AT1G08460.2	2374	2175	63.7528	1.28272
AT1G78710.1	1149	950	0	0
AT1G78710.2	1146	947	0	0
AT4G03820.2	1794	1595	14.4429	0.396266
AT4G03820.1	1704	1505	330.557	9.61177
AT4G03820.3	1737	1538	0	0
AT4G03820.4	1833	1634	0	0
AT3G28930.3	899	700	1155.67	72.2484
AT3G28930.2	1084	885	113.331	5.60402
AT3G28930.1	1003	804	0	0
AT3G52950.2	2112	1913	128.189	2.93244
AT3G52950.1	2292	2093	255.811	5.34864
AT2G26330.1	3985	3786	1773	20.4937
AT1G08610.1	2143	1944	215	4.83989
AT3G57620.1	1769	1570	0	0
AT5G08070.1	1328	1129	37.6962	1.46116
AT5G08070.2	729	530	21.3038	1.75904
AT1G17540.1	2819	2620	0	0
AT2G39280.1	2748	2549	867.059	14.8858
AT2G39280.2	2846	2647	133.941	2.21439
AT1G27380.3	1122	923	0	0
AT1G27380.4	907	708	0	0
AT1G27380.2	639	440	14	1.39241
AT1G27380.1	991	792	0	0
AT1G58643.2	1707	1508	0	0
AT1G58643.1	1569	1370	0	0
AT5G08450.2	3369	3170	285.043	3.93499
AT5G08450.1	3332	3133	239.778	3.3492
AT5G08450.3	3083	2884	1102.18	16.7244
AT5G14030.3	994	795	0	0
AT5G14030.4	885	686	0.31078	0.0198254
AT5G14030.1	1615	1416	1387.75	42.8885
AT5G14030.5	1738	1539	23.3858	0.664978
AT5G14030.2	880	681	1191.55	76.5701
AT1G48953.1	650	451	0	0
AT5G66080.1	1908	1709	76.7228	1.96461
AT5G66080.2	1017	818	14.2772	0.763807
AT2G47730.1	1739	1540	4311.13	122.508
AT2G47730.2	1748	1549	287.872	8.13283
AT2G02310.1	1250	1051	5	0.20819
AT4G11020.1	568	369	0	0
AT3G50670.2	2424	2225	1620.84	31.8788
AT3G50670.1	1792	1593	851.164	23.3825
AT1G51440.1	1956	1757	155	3.86059
AT2G07719.1	1520	1321	1	0.0331276
AT1G18871.1	177	17.866	0	0
AT1G25210.2	1345	1146	0	0
AT1G25210.1	1194	995	0	0
AT1G21610.6	2731	2532	0	0
AT1G21610.1	2574	2375	336.444	6.1993
AT1G21610.4	3012	2813	144.811	2.25281
AT1G21610.5	2887	2688	41.8494	0.681324
AT1G21610.3	2531	2332	8.80669	0.165264
AT1G21610.2	2640	2441	340.088	6.09701
AT5G05340.1	1304	1105	18	0.712859
AT5G45440.1	1559	1360	8	0.257421
AT4G05110.1	1677	1478	24.0753	0.712836
AT4G05110.3	1766	1567	0	0
AT4G05110.2	2248	2049	0	0
AT5G25380.4	1332	1133	7	0.270372
AT5G25380.1	1851	1652	0	0
AT5G25380.2	1931	1732	0	0
AT5G25380.3	1563	1364	0	0
AT3G44080.1	1164	965	0	0
AT1G79710.3	1458	1259	19.1975	0.667287
AT1G79710.1	1854	1655	69.8025	1.84572
AT1G79710.2	1751	1552	0	0
AT5G56920.1	938	739	0	0
AT5G38000.3	1263	1064	4	0.164517
AT5G38000.2	1286	1087	0	0
AT5G38000.1	1390	1191	0	0
AT5G15050.1	1823	1624	678	18.2699
AT3G50370.1	7163	6964	3084.75	19.3845
AT3G50370.2	7367	7168	1089.25	6.65005
AT1G80840.1	1325	1126	1274	49.5136
AT5G53670.1	735	536	0	0
ATMG00440.1	459	260	1	0.168314
AT2G23160.1	1275	1076	0	0
AT4G29940.2	2841	2642	37.8912	0.627623
AT4G29940.1	2897	2698	878.109	14.2429
AT4G23640.1	2965	2766	1350	21.3587
AT3G09550.2	2096	1897	9.95179e-05	2.29576e-06
AT3G09550.3	2535	2336	65.408	1.22532
AT3G09550.1	2285	2086	81.5919	1.71169
AT3G07568.1	528	329	265	35.2487
AT5G44630.1	2191	1992	0	0
AT2G40900.1	1782	1583	58	1.60339
AT2G39140.1	1594	1395	1612.21	50.5757
AT2G39140.2	1305	1106	199.785	7.905
AT5G05950.1	1255	1056	236.105	9.78441
AT3G48670.3	2450	2251	232.061	4.51148
AT3G48670.1	2475	2276	0.000901266	1.7329e-05
AT3G48670.2	2353	2154	411.939	8.36912
AT5G63810.1	2608	2409	3036	55.1516
AT5G02340.1	1896	1697	0	0
AT4G32470.1	945	746	1852.82	108.689
AT4G32470.2	891	692	6.18368	0.391052
AT3G11270.1	1507	1308	289.314	9.67953
AT3G11270.2	1360	1161	14.6865	0.553578
AT2G46440.2	2648	2449	352.516	6.29918
AT2G46440.1	2569	2370	1807.8	33.3806
AT2G17630.1	1518	1319	259.082	8.59578
AT2G21105.1	12	4.33049	0	0
AT5G24100.1	2397	2198	0	0
AT4G29330.1	1470	1271	312.205	10.7495
AT4G29330.2	1341	1142	199.795	7.65617
AT2G15470.1	1215	1016	0	0
AT2G47790.1	1398	1199	342	12.4825
AT1G71300.1	2244	2045	0	0
AT1G71300.2	2106	1907	0	0
AT5G48545.1	1619	1420	290.571	8.95482
AT5G48545.2	2129	1930	57.6841	1.30795
AT5G48545.3	1712	1513	19.7451	0.571101
AT1G49490.1	2685	2486	174.689	3.07509
AT1G49490.2	2952	2753	10.3109	0.163901
AT1G23645.2	415	216	0	0
AT1G23645.1	698	499	0	0
AT3G08530.1	5722	5523	8464.5	67.0686
AT1G09795.1	1516	1317	4236	140.755
AT2G19190.1	2700	2501	9	0.157479
AT5G56950.1	1688	1489	1340	39.3825
AT3G22380.3	5673	5474	684.114	5.46911
AT3G22380.2	5487	5288	93.7539	0.775874
AT3G22380.1	5757	5558	4070.13	32.0467
AT2G41835.1	1438	1239	123	4.34437
AT4G23590.1	1563	1364	1	0.0320833
AT3G05140.1	2124	1925	0	0
AT3G05140.2	2000	1801	19	0.461672
AT1G48690.1	1073	874	0	0
AT4G35620.1	1673	1474	82	2.4345
AT4G35620.2	1742	1543	0	0
AT3G29750.1	1266	1067	0	0
AT1G49570.1	1509	1310	0	0
AT3G54500.5	2283	2084	171.778	3.60713
AT3G54500.3	2333	2134	0	0
AT3G54500.1	2330	2131	417.188	8.56726
AT3G54500.4	2452	2253	35.6907	0.693246
AT3G54500.7	2147	1948	160.65	3.60898
AT3G54500.8	2067	1868	26.7093	0.625719
AT3G54500.2	2522	2323	6.9846	0.131579
AT3G54500.6	2246	2047	0	0
AT2G45130.1	916	717	1	0.0610343
AT1G68470.1	1753	1554	62	1.74596
AT5G58400.1	1224	1025	0	0
AT2G39110.2	1894	1695	20	0.516361
AT2G39110.1	1748	1549	0	0
AT5G39510.1	1207	1008	1594	69.2024
AT4G32660.3	1552	1353	339.588	10.9837
AT4G32660.2	1698	1499	28.0289	0.818272
AT4G32660.1	1788	1589	193.076	5.31737
AT4G32660.4	1673	1474	310.308	9.21273
AT1G75580.1	934	735	24	1.42895
AT5G23090.1	1186	987	40.4231	1.79228
AT5G23090.2	1145	946	70.0175	3.23898
AT5G23090.4	1028	829	65.134	3.43832
AT5G23090.3	755	556	9.90119	0.779302
AT5G23090.5	1069	870	20.5242	1.03238
AT5G45920.3	1263	1064	22.8795	0.941018
AT5G45920.4	1162	963	44.6755	2.03019
AT5G45920.1	1238	1039	36.5705	1.54031
AT5G45920.2	1339	1140	19.8745	0.76293
AT3G52760.1	1180	981	358	15.9701
AT5G52750.1	757	558	32.4491	2.54485
AT5G52750.2	880	681	3.55086	0.228181
AT5G18830.2	2876	2677	0	0
AT5G18830.1	3081	2882	426	6.46858
AT5G18830.3	2788	2589	0	0
AT3G27460.4	1328	1129	47.6785	1.84808
AT3G27460.3	1567	1368	23.7229	0.758883
AT3G27460.5	1051	852	0	0
AT3G27460.2	1338	1139	108.428	4.16591
AT3G27460.1	1349	1150	40.171	1.52865
AT2G38910.1	2432	2233	0	0
AT3G62780.1	1277	1078	78	3.16642
AT3G28210.1	1026	827	20	1.05832
AT3G28210.2	1105	906	0	0
AT3G47675.1	639	440	262	26.058
AT2G44360.1	643	444	381	37.5522
AT5G50720.1	716	517	281	23.7853
AT2G36060.2	960	761	422.364	24.2882
AT2G36060.1	1020	821	738.783	39.3792
AT2G36060.3	954	755	17.8535	1.03483
AT1G26400.1	1584	1385	0	0
AT4G19470.1	1254	1055	0	0
AT4G04360.1	603	404	78	8.44902
AT3G25060.1	2032	1833	25	0.596858
AT2G07684.1	111	9.10829	0	0
AT1G72980.1	907	708	0	0
AT5G51840.1	1468	1269	464	16.0011
AT4G17490.1	1338	1139	200	7.68421
AT1G59970.1	1580	1381	256	8.11222
AT2G32950.1	2474	2275	550.393	10.5873
AT2G32950.2	2401	2202	182.607	3.62904
AT3G26240.1	3305	3106	384	5.41032
AT3G04860.1	1714	1515	73	2.10864
AT1G11520.1	591	392	0	0
AT2G24420.2	1904	1705	195.719	5.02345
AT2G24420.1	2010	1811	2305.28	55.7056
