target_id	length	eff_length	est_counts	tpm
AT1G71695.1	1480	1281	4427	126.367
AT1G58983.1	1223	1024	6498.77	232.063
AT1G12980.1	1248	1049	2	0.0697153
AT5G41480.1	1856	1657	442	9.75379
AT5G15008.1	165	15.3999	0	0
AT3G51870.1	1547	1348	975	26.4477
AT4G29950.3	3071	2872	560.61	7.13757
AT4G29950.1	3200	3001	7377.39	89.8898
AT4G29950.2	3102	2903	0	0
AT3G18310.1	2870	2671	239	3.27188
AT5G07360.3	2378	2179	796.435	13.3649
AT5G07360.1	2480	2281	0	0
AT5G07360.2	2311	2112	30.5653	0.529187
AT4G08535.1	1518	1319	0	0
AT4G08535.3	1132	933	0	0
AT4G08535.2	1414	1215	8	0.240762
AT4G26490.1	1032	833	27	1.1852
AT5G46240.1	3021	2822	1093	14.1624
AT5G62260.3	1854	1655	0.00023386	5.16691e-06
AT5G62260.1	1839	1640	12.9998	0.289845
AT5G62260.2	1922	1723	0	0
AT4G16955.1	902	703	0	0
AT3G25717.1	570	371	88	8.67326
AT1G45223.1	580	381	0	0
AT5G35715.1	1522	1323	0	0
AT5G41908.1	471	272	0	0
AT2G21390.1	4284	4085	6051	54.1637
AT3G48330.2	788	589	81.1049	5.03507
AT3G48330.3	1038	839	24.9784	1.08862
AT3G48330.4	871	672	102.533	5.57917
AT3G48330.1	1024	825	244.383	10.8316
AT4G32710.1	2794	2595	417	5.87587
AT3G46440.1	1646	1447	638.731	16.1407
AT3G46440.2	1735	1536	228.269	5.43412
AT2G21930.1	1401	1202	0	0
AT2G21930.2	1500	1301	0	0
AT3G53910.1	327	128.001	0	0
AT4G25090.1	3019	2820	0	0
AT4G25090.2	2775	2576	0	0
AT2G18870.1	720	521	0	0
AT1G56250.1	1276	1077	2	0.0679028
AT3G16830.1	3909	3710	1455	14.3404
AT5G20470.1	1814	1615	0	0
AT5G04950.1	1399	1200	7	0.2133
AT4G13720.1	924	725	486.519	24.5378
AT4G13720.2	1053	854	26.4806	1.13382
AT5G50110.1	1087	888	320.971	13.2168
AT5G50110.2	1146	947	15.0293	0.580314
AT3G03305.1	2493	2294	524.728	8.36401
AT5G66670.2	1632	1433	0	0
AT5G66670.4	1660	1461	0	0
AT5G66670.3	1973	1774	3	0.061836
AT5G66670.1	1890	1691	0	0
AT4G08039.1	210	28.6775	0	0
AT2G38310.1	1439	1240	864	25.478
AT2G26900.1	1906	1707	8894	190.519
AT5G23000.1	1399	1200	2	0.0609428
AT1G66852.1	333	134.001	0	0
AT1G69810.2	1940	1741	0	0
AT1G69810.1	1593	1394	9	0.236077
AT1G72450.2	1786	1587	4568.98	105.273
AT1G72450.1	1604	1405	20953	545.311
AT5G03560.3	1847	1648	39.1972	0.869704
AT5G03560.4	1434	1235	11.3946	0.33737
AT5G03560.1	1135	936	98.8168	3.86037
AT5G03560.2	2202	2003	74.5914	1.3617
AT4G27340.3	2046	1847	8.22504	0.162834
AT4G27340.2	1880	1681	223.438	4.8603
AT4G27340.1	2220	2021	802.337	14.5166
AT1G76280.4	3218	3019	7.06007	0.0855105
AT1G76280.2	3066	2867	21.5428	0.274757
AT1G76280.5	2985	2786	325.397	4.27077
AT1G76280.3	2472	2273	0	0
AT1G76280.1	2889	2690	1.10115e-07	1.49682e-09
AT3G03272.1	781	582	5	0.314138
AT3G28960.1	1318	1119	22.1238	0.722941
AT3G28960.4	1270	1071	7.28952e-08	2.48876e-09
AT3G28960.3	1501	1302	0	0
AT3G28960.2	1891	1692	10.5093	0.227116
AT3G28960.5	1730	1531	31.3669	0.749152
AT1G65630.1	1761	1562	0	0
AT3G10210.1	1187	988	367.986	13.6191
AT4G27830.2	1601	1402	313.979	8.1889
AT4G27830.1	1842	1643	122.714	2.73105
AT1G71390.2	2575	2376	0	0
AT1G71390.1	2453	2254	1	0.0162226
AT5G46260.1	4166	3967	321.545	2.96383
AT2G32710.2	1482	1283	211.822	6.03694
AT2G32710.1	2391	2192	58.2112	0.971046
AT5G27680.2	3588	3389	10.5362	0.11368
AT5G27680.3	3487	3288	0.103262	0.00114837
AT5G27680.5	3205	3006	3.4806	0.0423388
AT5G27680.4	3382	3183	21.5586	0.247661
AT5G27680.1	3492	3293	75.0913	0.833819
AT5G27680.6	3178	2979	2.23006	0.0273728
AT4G19380.1	2367	2168	31	0.522849
AT4G19380.2	2513	2314	0	0
AT5G61960.2	3723	3524	0	0
AT5G61960.10	3410	3211	1356.94	15.4523
AT5G61960.5	3711	3512	0	0
AT5G61960.9	3495	3296	0	0
AT5G61960.6	3632	3433	0	0
AT5G61960.11	3391	3192	0.039012	0.000446899
AT5G61960.1	4032	3833	708.675	6.76054
AT5G61960.3	3816	3617	0	0
AT5G61960.8	3530	3331	0	0
AT5G61960.4	3725	3526	0	0
AT5G61960.7	3607	3408	42.345	0.454335
AT4G29180.2	3108	2909	0	0
AT4G29180.1	2939	2740	17	0.226867
AT4G29180.3	3117	2918	0	0
AT3G09680.1	661	462	0	0
AT1G56233.1	335	136	0	0
AT1G15210.1	4849	4650	0	0
AT3G63470.1	1872	1673	8	0.174851
AT2G16970.1	1520	1321	0	0
AT2G16970.8	1236	1037	0	0
AT2G16970.6	1282	1083	0	0
AT2G16970.3	1569	1370	0	0
AT2G16970.7	1682	1483	0	0
AT2G16970.4	1556	1357	0	0
AT2G16970.2	1640	1441	0	0
AT2G16970.5	1319	1120	0	0
AT1G15250.1	642	443	27.6875	2.28535
AT1G15250.2	626	427	132.313	11.3304
AT1G79700.2	1154	955	169.314	6.4828
AT1G79700.3	1241	1042	11.6863	0.410093
AT1G79700.1	1082	883	0	0
AT1G79700.4	868	669	0	0
AT2G46620.1	2081	1882	482	9.36485
AT3G46920.1	3477	3278	0	0
AT3G46920.2	3633	3434	371	3.95046
AT2G43750.2	1497	1298	6477.01	182.463
AT2G43750.1	1664	1465	289.491	7.22555
AT1G62895.1	261	63.4937	0	0
AT2G24490.2	1897	1698	0	0
AT2G24490.1	1473	1274	345	9.90201
AT3G57080.1	1427	1228	319	9.49874
AT3G13820.1	1396	1197	0	0
AT2G15080.2	3309	3110	560.642	6.59172
AT2G15080.1	3639	3440	649.358	6.90239
AT1G73360.1	3506	3307	440	4.8651
AT1G16360.1	1203	1004	0	0
AT1G16360.4	1368	1169	0	0
AT1G16360.5	1338	1139	3.29814	0.105881
AT1G16360.3	1459	1260	2.70186	0.0784089
AT1G16360.2	1297	1098	0	0
AT1G10225.1	535	336	0	0
AT3G49770.1	904	705	0	0
AT4G31660.1	1173	974	0	0
AT1G26670.1	1219	1020	1260	45.1694
AT1G34855.1	576	377	0	0
AT1G52200.1	1425	1226	39.575	1.18033
AT1G52200.2	1366	1167	12.425	0.389313
AT1G57800.2	2119	1920	0	0
AT1G57800.1	2107	1908	0	0
AT4G23200.1	2432	2233	33.0984	0.54199
AT4G23200.2	2334	2135	40.9016	0.700514
AT1G69460.1	1107	908	1714	69.0238
AT1G04310.2	2464	2265	39.337	0.635048
AT1G04310.1	2572	2373	28.663	0.441669
AT1G08080.1	924	725	0	0
AT2G37678.1	977	778	495.206	23.2745
AT2G37678.2	1008	809	53.7937	2.4314
AT3G56070.2	961	762	543.064	26.0597
AT3G56070.1	1102	903	204.936	8.29859
AT5G15420.1	605	406	3	0.27019
AT5G06020.1	456	257	0	0
AT3G15251.1	114	9.32945	0	0
AT1G75550.2	920	721	12.5504	0.636494
AT1G75550.1	777	578	49.4496	3.1283
AT1G71890.1	1863	1664	15	0.329618
AT1G05430.1	1176	977	750	28.0699
AT4G29810.3	1485	1286	48.4882	1.3787
AT4G29810.1	1571	1372	621.317	16.5589
AT4G29810.2	1441	1242	1939.2	57.0918
AT3G02780.1	1890	1691	1733.46	37.4837
AT3G02780.2	1297	1098	547.543	18.2343
AT4G26560.1	759	560	1	0.0652959
AT1G80870.1	2500	2301	331	5.25999
AT4G23670.1	1121	922	14217.9	563.868
AT2G46225.3	1232	1033	47.4423	1.67934
AT2G46225.2	1403	1204	0	0
AT2G46225.1	1310	1111	390.558	12.8542
AT5G18730.1	2407	2208	25	0.414014
AT5G67570.1	2471	2272	823	13.2454
AT1G75310.1	4550	4351	77.897	0.654644
AT1G75310.2	4728	4529	1644.1	13.274
AT5G29054.1	102	8.50096	0	0
AT2G27700.2	1443	1244	0.156849	0.00461036
AT2G27700.1	1440	1241	2.84315	0.0837726
AT1G02010.4	2640	2441	2.35848e-07	3.53296e-09
AT1G02010.6	1961	1762	160.789	3.33676
AT1G02010.1	2803	2604	4.15059	0.0582831
AT1G02010.5	2634	2435	57.8329	0.86846
AT1G02010.2	2161	1962	9.40228e-06	1.7523e-07
AT1G02010.3	2705	2506	115.227	1.68131
AT1G47900.1	3757	3558	711.6	7.31314
AT1G47900.3	3452	3253	330.4	3.71389
AT1G47900.2	3385	3186	0	0
AT5G57625.1	935	736	0	0
AT4G02725.1	2686	2487	2713.8	39.9003
AT4G02725.2	2898	2699	114.196	1.54712
AT1G14315.2	912	713	0	0
AT1G14315.1	672	473	0	0
AT5G66440.1	1258	1059	202	6.97476
AT4G35440.2	2661	2462	38.4969	0.571758
AT4G35440.1	2561	2362	1214.5	18.8015
AT3G52460.1	1366	1167	25	0.783326
AT4G26240.1	1288	1089	202.05	6.7843
AT3G55380.2	997	798	61.577	2.82156
AT3G55380.1	1345	1146	358.423	11.4363
AT2G16953.1	195	22.8744	0	0
AT2G22320.1	336	137	0	0
AT1G26760.1	1792	1593	33	0.757481
AT1G05250.1	1492	1293	0	0
AT3G44560.1	1755	1556	1.5697	0.0368876
AT3G44560.2	1920	1721	10.4303	0.22161
AT3G44560.3	1864	1665	0	0
AT1G67260.3	1685	1486	0	0
AT1G67260.2	1751	1552	0	0
AT1G67260.1	1080	881	0	0
AT4G31950.1	1650	1451	0	0
AT5G51680.1	1455	1256	46.4713	1.35291
AT4G10925.1	1213	1014	78.4734	2.82981
AT4G10925.5	1221	1022	0	0
AT4G10925.4	1325	1126	36.3848	1.18156
AT4G10925.2	1210	1011	25.4436	0.920242
AT4G10925.3	1192	993	52.6982	1.94053
AT3G56520.1	528	329	0	0
AT1G24575.1	732	533	115	7.88941
AT4G31690.1	892	693	0	0
AT1G12790.1	1527	1328	110	3.02878
AT4G34640.1	1902	1703	1459.32	31.3335
AT4G34640.2	1558	1359	483.682	13.0141
AT4G03340.2	1893	1694	0	0
AT4G03340.1	2100	1901	44	0.846339
AT2G37260.1	1856	1657	0	0
AT2G37260.2	1290	1091	12.1419	0.406945
AT2G37260.3	1438	1239	41.8581	1.23533
AT5G54610.1	1669	1470	656	16.3177
AT3G27970.1	1360	1161	9	0.283455
AT4G13550.1	2651	2452	167.889	2.50367
AT4G13550.3	2917	2718	0	0
AT4G13550.2	2821	2622	690.111	9.62409
AT1G04850.1	1669	1470	1904.81	47.3813
AT1G04850.2	1665	1466	18.1942	0.453807
AT5G20560.1	1156	957	0	0
AT3G17420.1	2063	1864	209	4.09991
AT3G08780.1	1363	1164	479.147	15.0518
AT3G08780.2	1498	1299	20.8526	0.586981
AT1G31760.1	1434	1235	30	0.888235
AT5G65470.1	2166	1967	2970	55.211
AT1G33250.1	2419	2220	747	12.3039
AT1G74000.1	1340	1141	36	1.15369
AT3G55660.1	2155	1956	87	1.62639
AT3G55660.2	2221	2022	0	0
AT4G15562.1	674	475	0	0
AT3G48480.1	1349	1150	20	0.635925
AT5G66420.3	1989	1790	474.238	9.68761
AT5G66420.1	2749	2550	440.212	6.31241
AT5G66420.2	2675	2476	1814.55	26.7974
AT3G02740.1	1742	1543	447.828	10.6125
AT3G02740.2	1974	1775	64.1721	1.32197
AT1G55580.1	1980	1781	0	0
AT1G53903.1	876	677	3845.5	207.701
AT3G63400.1	2084	1885	1394.48	27.0505
AT3G63400.4	2138	1939	76.2605	1.43812
AT3G63400.3	2103	1904	167.255	3.21207
AT3G63400.2	1535	1336	0	0
AT1G19715.1	2130	1931	2129.22	40.3192
AT1G19715.2	2128	1929	550.73	10.4395
AT1G19715.3	1925	1726	532.051	11.2716
AT5G62750.1	896	697	0	0
AT2G04031.1	624	425	0	0
AT3G06130.2	1643	1444	2.89042e-07	7.31926e-09
AT3G06130.1	2080	1881	267	5.19034
AT5G50000.2	1957	1758	181.444	3.77395
AT5G50000.1	1760	1561	1368.56	32.0578
AT1G69430.1	1660	1461	23	0.57564
AT1G53340.3	2149	1950	0	0
AT1G53340.2	2243	2044	0	0
AT1G53340.1	2112	1913	1	0.0191143
ATCG00160.1	711	512	35	2.49961
AT3G05660.1	3191	2992	1721	21.0326
AT2G16130.1	1878	1679	0	0
AT5G63820.1	678	479	40	3.0535
AT3G17140.1	339	140	0	0
AT3G24110.1	967	768	54	2.57102
AT3G24110.2	1048	849	0	0
AT1G29890.3	2440	2241	430.789	7.02904
AT1G29890.1	1906	1707	301.263	6.45336
AT1G29890.2	1901	1702	383.948	8.24873
AT2G47560.1	1012	813	2	0.0899525
AT4G28600.3	2942	2743	221.344	2.95063
AT4G28600.2	3064	2865	57.6327	0.73556
AT4G28600.1	2927	2728	758.024	10.1604
AT1G80290.2	1070	871	231.56	9.72118
AT1G80290.1	1904	1705	112.44	2.41141
AT1G56540.1	3559	3360	189.682	2.06424
AT1G56540.2	3684	3485	16.3179	0.171212
AT2G37390.1	1580	1381	2.29402	0.0607403
AT2G37390.2	978	779	3.70598	0.173956
AT2G06050.3	1264	1065	36346	1247.9
AT2G06050.1	1563	1364	15611.3	418.502
AT2G06050.2	1510	1311	15757.7	439.504
AT3G20920.1	1338	1139	664.838	21.3435
AT3G20920.2	1335	1136	10.1624	0.327109
AT5G26220.1	1131	932	62.4352	2.44956
AT5G26220.2	1152	953	15.5648	0.597205
AT3G54830.1	1775	1576	0.00020496	4.7554e-06
AT3G54830.2	1758	1559	91.9998	2.15782
AT3G09190.1	1489	1290	44	1.2472
AT3G05545.1	2138	1939	1521	28.683
AT1G48650.2	3897	3698	0	0
AT1G48650.1	4303	4104	2272	20.243
AT4G27400.1	1306	1107	0	0
AT2G35250.1	1038	839	0	0
AT5G15730.1	1650	1451	25.4225	0.640654
AT5G15730.2	1790	1591	813.964	18.7072
AT5G15730.3	1941	1742	16.6133	0.348724
AT1G22670.1	1288	1089	4	0.134309
AT1G07030.1	1493	1294	565	15.9657
AT5G61930.2	1964	1765	130.219	2.69776
AT5G61930.1	2511	2312	51.4211	0.813256
AT4G27260.1	2357	2158	17	0.288052
AT1G69860.1	1668	1469	0	0
AT1G10120.1	2262	2063	315.026	5.58368
AT1G10120.2	1522	1323	63.9743	1.76815
AT5G08760.1	471	272	573	77.0299
AT2G38390.1	1387	1188	0	0
AT1G43650.2	1460	1261	15.8467	0.459513
AT1G43650.1	1382	1183	54.1533	1.67384
AT3G26470.1	1620	1421	4	0.102929
AT1G09960.1	2217	2018	348	6.30568
AT4G27370.3	3740	3541	0.286935	0.002963
AT4G27370.4	3651	3452	0	0
AT4G27370.1	3442	3243	0	0
AT4G27370.2	3827	3628	251.713	2.53695
AT2G25250.1	1334	1135	936	30.1546
AT5G42110.1	575	376	118	11.4754
AT1G51990.2	1092	893	0	0
AT1G51990.1	1092	893	0	0
AT5G23030.1	1572	1373	0	0
AT3G51100.3	991	792	49.5144	2.28602
AT3G51100.1	1183	984	378.752	14.0745
AT3G51100.2	926	727	2.73379	0.1375
AT3G29580.1	921	722	0	0
AT3G28370.5	1725	1526	4.49023	0.107594
AT3G28370.3	1288	1089	281.485	9.45152
AT3G28370.2	1722	1523	23.2063	0.557161
AT3G28370.1	879	680	0	0
AT3G28370.4	764	565	60.8181	3.93603
AT2G15710.1	1098	899	0	0
AT5G20250.2	2912	2713	314.994	4.24548
AT5G20250.4	2753	2554	2949.1	42.2223
AT5G20250.1	3011	2812	70.1121	0.911698
AT5G20250.3	2846	2647	129.796	1.793
AT4G21470.1	1445	1246	620	18.1948
AT4G05220.1	797	598	9.01336	0.551136
AT4G04730.1	423	224	0	0
AT2G33520.1	630	431	0	0
AT1G53625.1	660	461	2	0.158636
AT1G63360.1	3838	3639	375.72	3.77534
AT1G63360.2	2976	2777	545.825	7.18706
AT1G33330.2	1156	957	0	0
AT1G33330.3	1107	908	287.332	11.571
AT1G33330.1	998	799	201.668	9.22919
AT3G26840.1	2306	2107	373	6.47318
AT1G74929.1	102	8.50096	0	0
AT3G29010.1	1222	1023	61.0432	2.1819
AT3G29010.2	1076	877	0	0
AT3G29010.5	1030	831	2.82653	0.124373
AT3G29010.3	1391	1192	0	0
AT3G29010.6	736	537	39.1303	2.66448
AT3G29010.4	1298	1099	0	0
AT3G10450.1	1594	1395	117.959	3.09194
AT3G10450.3	1768	1569	0	0
AT3G10450.2	1677	1478	0	0
AT3G10450.4	1685	1486	9.04097	0.222469
AT4G12485.1	32	5.55715	0	0
AT4G34800.1	729	530	0	0
AT4G28340.1	1122	923	2	0.0792322
AT1G63430.1	2761	2562	281.045	4.01116
AT1G63430.2	2847	2648	42.9637	0.593276
AT1G63430.3	2551	2352	405.991	6.3118
AT3G14510.1	1424	1225	0	0
AT1G80720.2	1134	935	29.2187	1.14268
AT1G80720.1	1070	871	98.7813	4.14696
AT1G69770.1	3066	2867	1007	12.8433
AT1G08460.1	1715	1516	260.852	6.29171
AT1G08460.2	2374	2175	34.1481	0.574091
AT1G78710.1	1149	950	0	0
AT1G78710.2	1146	947	0	0
AT4G03820.2	1794	1595	39.517	0.905935
AT4G03820.1	1704	1505	352.483	8.56397
AT4G03820.3	1737	1538	0	0
AT4G03820.4	1833	1634	0	0
AT3G28930.3	899	700	1105.24	57.7343
AT3G28930.2	1084	885	63.7558	2.63421
AT3G28930.1	1003	804	0	0
AT3G52950.2	2112	1913	279.956	5.35116
AT3G52950.1	2292	2093	186.044	3.25028
AT2G26330.1	3985	3786	2586	24.9759
AT1G08610.1	2143	1944	393	7.39214
AT3G57620.1	1769	1570	0	0
AT5G08070.1	1328	1129	47.1202	1.52611
AT5G08070.2	729	530	16.8798	1.16457
AT1G17540.1	2819	2620	0	0
AT2G39280.1	2748	2549	980.368	14.0635
AT2G39280.2	2846	2647	179.632	2.48144
AT1G27380.3	1122	923	2.42159	0.095934
AT1G27380.4	907	708	0	0
AT1G27380.2	639	440	1.05922	0.0880248
AT1G27380.1	991	792	5.5192	0.254815
AT1G58643.2	1707	1508	0.5	0.0121239
AT1G58643.1	1569	1370	0	0
AT5G08450.2	3369	3170	353.286	4.07512
AT5G08450.1	3332	3133	203.551	2.37567
AT5G08450.3	3083	2884	1542.16	19.5528
AT5G14030.3	994	795	0	0
AT5G14030.4	885	686	0.224802	0.0119826
AT5G14030.1	1615	1416	1490.5	38.4896
AT5G14030.5	1738	1539	22.7702	0.541006
AT5G14030.2	880	681	1459.5	78.3666
AT1G48953.1	650	451	0	0
AT5G66080.1	1908	1709	209.07	4.47324
AT5G66080.2	1017	818	14.9304	0.667409
AT2G47730.1	1739	1540	5021.99	119.242
AT2G47730.2	1748	1549	301.007	7.10558
AT2G02310.1	1250	1051	7	0.243539
AT4G11020.1	568	369	0	0
AT3G50670.2	2424	2225	1794.66	29.4934
AT3G50670.1	1792	1593	1435.34	32.9469
AT1G51440.1	1956	1757	144	2.99685
AT2G07719.1	1520	1321	1	0.0276803
AT1G18871.1	177	17.866	0	0
AT1G25210.2	1345	1146	0	0
AT1G25210.1	1194	995	0	0
AT1G21610.6	2731	2532	1.89669e-07	2.73909e-09
AT1G21610.1	2574	2375	527.098	8.11523
AT1G21610.4	3012	2813	122.843	1.59682
AT1G21610.5	2887	2688	44.6846	0.607858
AT1G21610.3	2531	2332	10.0827	0.158096
AT1G21610.2	2640	2441	287.292	4.30357
AT5G05340.1	1304	1105	31	1.02582
AT5G45440.1	1559	1360	2	0.0537731
AT4G05110.1	1677	1478	37.1886	0.920044
AT4G05110.3	1766	1567	0	0
AT4G05110.2	2248	2049	17.8114	0.317856
AT5G25380.4	1332	1133	14	0.451827
AT5G25380.1	1851	1652	0	0
AT5G25380.2	1931	1732	0	0
AT5G25380.3	1563	1364	0	0
AT3G44080.1	1164	965	0	0
AT1G79710.3	1458	1259	0	0
AT1G79710.1	1854	1655	91.4157	2.01974
AT1G79710.2	1751	1552	13.5843	0.320051
AT5G56920.1	938	739	0	0
AT5G38000.3	1263	1064	0	0
AT5G38000.2	1286	1087	4.82096	0.162173
AT5G38000.1	1390	1191	0	0
AT5G15050.1	1823	1624	736	16.5716
AT3G50370.1	7163	6964	3300.51	17.3299
AT3G50370.2	7367	7168	1405.49	7.16974
AT1G80840.1	1325	1126	1936	62.8696
AT5G53670.1	735	536	0	0
ATMG00440.1	459	260	0	0
AT2G23160.1	1275	1076	0	0
AT4G29940.2	2841	2642	9.72023	0.13453
AT4G29940.1	2897	2698	938.28	12.7164
AT4G23640.1	2965	2766	1555	20.5566
AT3G09550.2	2096	1897	11.5204	0.222063
AT3G09550.3	2535	2336	46.7201	0.731314
AT3G09550.1	2285	2086	101.759	1.78375
AT3G07568.1	528	329	295	32.7869
AT5G44630.1	2191	1992	0	0
AT2G40900.1	1782	1583	48	1.10875
AT2G39140.1	1594	1395	2030.34	53.2191
AT2G39140.2	1305	1106	367.663	12.1554
AT5G05950.1	1255	1056	235.254	8.14604
AT3G48670.3	2450	2251	185.649	3.01572
AT3G48670.1	2475	2276	0.00032552	5.22972e-06
AT3G48670.2	2353	2154	664.326	11.2774
AT5G63810.1	2608	2409	3550	53.8847
AT5G02340.1	1896	1697	0	0
AT4G32470.1	945	746	2363.1	115.829
AT4G32470.2	891	692	8.89936	0.470247
AT3G11270.1	1507	1308	298.84	8.35421
AT3G11270.2	1360	1161	16.1596	0.508946
AT2G46440.2	2648	2449	560.271	8.36533
AT2G46440.1	2569	2370	1979.92	30.5473
AT2G17630.1	1518	1319	298	8.26124
AT2G21105.1	12	4.33049	0	0
AT5G24100.1	2397	2198	0	0
AT4G29330.1	1470	1271	425.5	12.2413
AT4G29330.2	1341	1142	122.5	3.92233
AT2G15470.1	1215	1016	0	0
AT2G47790.1	1398	1199	509	15.5229
AT1G71300.1	2244	2045	0	0
AT1G71300.2	2106	1907	2.16505	0.0415136
AT5G48545.1	1619	1420	381.47	9.82304
AT5G48545.2	2129	1930	97.8902	1.85462
AT5G48545.3	1712	1513	30.6397	0.740489
AT1G49490.1	2685	2486	219	3.22119
AT1G49490.2	2952	2753	0	0
AT1G23645.2	415	216	0	0
AT1G23645.1	698	499	0	0
AT3G08530.1	5722	5523	9711.48	64.296
AT1G09795.1	1516	1317	4785	132.853
AT2G19190.1	2700	2501	5	0.0731021
AT5G56950.1	1688	1489	1775	43.589
AT3G22380.3	5673	5474	1461.85	9.76497
AT3G22380.2	5487	5288	174.161	1.20429
AT3G22380.1	5757	5558	4410.99	29.0196
AT2G41835.1	1438	1239	151	4.45635
AT4G23590.1	1563	1364	0	0
AT3G05140.1	2124	1925	15.5242	0.294884
AT3G05140.2	2000	1801	17.4758	0.354811
AT1G48690.1	1073	874	0	0
AT4G35620.1	1673	1474	76.4452	1.89638
AT4G35620.2	1742	1543	15.5548	0.368615
AT3G29750.1	1266	1067	0	0
AT1G49570.1	1509	1310	0	0
AT3G54500.5	2283	2084	378.36	6.63867
AT3G54500.3	2333	2134	0	0
AT3G54500.1	2330	2131	645.861	11.0823
AT3G54500.4	2452	2253	120.398	1.95403
AT3G54500.7	2147	1948	93.2614	1.7506
AT3G54500.8	2067	1868	178.039	3.48507
AT3G54500.2	2522	2323	13.0811	0.205906
AT3G54500.6	2246	2047	0	0
AT2G45130.1	916	717	4	0.203993
AT1G68470.1	1753	1554	114	2.68242
AT5G58400.1	1224	1025	0	0
AT2G39110.2	1894	1695	0	0
AT2G39110.1	1748	1549	19	0.448514
AT5G39510.1	1207	1008	1910	69.2862
AT4G32660.3	1552	1353	351.258	9.49298
AT4G32660.2	1698	1499	35.3427	0.862128
AT4G32660.1	1788	1589	316.868	7.29168
AT4G32660.4	1673	1474	362.531	8.99335
AT1G75580.1	934	735	17	0.845737
AT5G23090.1	1186	987	54.8062	2.03042
AT5G23090.2	1145	946	56.4814	2.18317
AT5G23090.4	1028	829	102	4.49903
AT5G23090.3	755	556	35.7125	2.34865
AT5G23090.5	1069	870	0	0
AT5G45920.3	1263	1064	50.4455	1.73362
AT5G45920.4	1162	963	48.2112	1.83061
AT5G45920.1	1238	1039	27.3301	0.961833
AT5G45920.2	1339	1140	30.0131	0.962676
AT3G52760.1	1180	981	440	16.4005
AT5G52750.1	757	558	29	1.90037
AT5G52750.2	880	681	0	0
AT5G18830.2	2876	2677	0	0
AT5G18830.1	3081	2882	532	6.74981
AT5G18830.3	2788	2589	0	0
AT3G27460.4	1328	1129	59.5845	1.9298
AT3G27460.3	1567	1368	9.03785	0.241575
AT3G27460.5	1051	852	0	0
AT3G27460.2	1338	1139	129.862	4.169
AT3G27460.1	1349	1150	22.5158	0.715918
AT2G38910.1	2432	2233	0	0
AT3G62780.1	1277	1078	64	2.17088
AT3G28210.1	1026	827	13	0.574793
AT3G28210.2	1105	906	0	0
AT3G47675.1	639	440	294.771	24.4966
AT2G44360.1	643	444	385	31.7067
AT5G50720.1	716	517	225	15.9135
AT2G36060.2	960	761	527.347	25.3387
AT2G36060.1	1020	821	900.193	40.0928
AT2G36060.3	954	755	6.45996	0.312864
AT1G26400.1	1584	1385	0	0
AT4G19470.1	1254	1055	0	0
AT4G04360.1	603	404	93	8.41735
AT3G25060.1	2032	1833	41	0.81789
AT2G07684.1	111	9.10829	0	0
AT1G72980.1	907	708	0	0
AT5G51840.1	1468	1269	583	16.7989
AT4G17490.1	1338	1139	283	9.08524
AT1G59970.1	1580	1381	271	7.17545
AT2G32950.1	2474	2275	754.398	12.1253
AT2G32950.2	2401	2202	81.6017	1.35505
AT3G26240.1	3305	3106	522	6.14529
AT3G04860.1	1714	1515	45	1.08611
